position,solo_tackle,assist_tackle,sack,safety,interception,def_touchdown,fumble_forced,games_played_season,dpoy,allpro
1,45,22,4,0,2,0,1,0,0,0
8,29,27,4,0,0,0,0,7,0,0
3,44,18,30,0,0,0,0,1,0,0
1,16,6,0,0,2,0,0,1,0,0
12,63,24,0,0,8,0,4,1,0,0
12,35,12,0,0,6,0,2,16,0,0
4,18,51,7,0,0,0,0,1,0,0
3,74,43,65,0,1,0,7,10,0,1
4,14,17,3,0,0,0,0,15,0,0
12,3,0,0,0,0,0,0,9,0,0
1,20,9,0,0,2,2,0,13,0,0
3,75,24,60,0,0,0,19,0,0,1
12,42,24,0,0,6,0,0,0,0,0
1,36,17,0,0,0,0,2,0,0,0
3,9,9,3,3,0,0,4,3,0,0
12,21,33,0,0,0,0,0,5,0,0
1,17,5,0,0,2,0,0,0,0,0
3,37,27,25,0,4,0,2,4,0,0
12,66,52,0,0,4,0,2,3,0,0
12,34,26,0,0,0,0,2,9,0,0
12,50,20,0,0,8,0,1,0,0,0
12,13,15,0,0,0,0,3,10,0,0
3,21,19,10,0,0,0,0,6,0,0
12,20,6,0,0,0,0,0,10,0,0
4,29,34,7,0,1,0,0,10,0,0
3,24,16,21,0,0,0,4,5,0,0
3,11,7,7,0,0,0,4,0,0,0
4,10,24,3,0,0,0,2,4,0,0
8,60,80,7,0,3,0,3,1,0,0
3,0,6,0,0,0,0,0,16,0,0
1,41,22,0,0,0,0,0,0,0,0
1,23,9,0,0,0,0,0,13,0,0
12,65,37,3,0,2,0,4,8,0,0
1,20,9,2,0,2,0,0,7,0,0
4,8,19,0,0,0,0,0,3,0,0
1,38,12,0,0,6,0,0,3,0,0
3,45,18,31,0,0,3,16,0,0,0
4,7,4,0,0,0,0,0,9,0,0
4,5,2,3,0,0,0,0,9,0,0
12,73,50,3,0,6,5,8,0,0,0
3,31,27,20,0,0,0,3,0,0,0
4,47,34,27,0,0,1,7,2,0,0
4,50,38,14,0,0,0,0,8,0,0
8,23,23,0,0,0,0,0,9,0,0
4,2,3,0,0,0,0,0,15,0,0
3,15,19,3,0,0,0,2,1,0,0
8,14,11,14,0,0,0,4,7,0,0
8,2,5,0,0,0,0,0,7,0,0
1,19,13,4,0,2,0,0,5,0,0
12,2,1,0,0,2,0,0,6,0,0
1,16,7,0,0,2,2,0,7,0,0
12,6,5,9,0,0,0,0,5,0,0
4,3,7,0,0,0,0,0,3,0,0
1,1,2,0,0,0,0,0,4,0,0
3,6,4,4,0,0,0,0,8,0,0
3,6,8,6,0,1,0,4,8,0,0
1,31,24,0,0,1,1,0,0,0,0
8,2,1,0,0,0,0,0,13,0,0
4,30,18,14,0,0,0,2,12,0,0
12,2,5,0,0,0,0,0,0,0,0
4,14,6,8,0,0,0,0,1,0,0
12,2,2,0,0,0,0,0,0,0,0
3,0,3,0,0,0,0,0,8,0,0
1,12,1,0,0,0,0,0,1,0,0
4,17,14,7,0,1,0,0,0,0,0
12,70,32,0,0,2,0,2,5,0,0
1,13,8,0,0,4,0,2,13,0,0
4,46,42,17,0,0,0,6,0,0,0
8,25,44,0,0,0,0,0,1,0,0
8,95,50,27,0,2,3,2,6,0,0
4,3,14,0,0,0,0,0,2,0,0
4,22,25,17,0,0,0,0,11,0,0
4,3,2,0,0,0,0,0,10,0,0
4,0,4,0,0,0,0,0,10,0,0
4,66,41,46,3,1,0,0,4,0,0
1,5,5,0,0,2,0,0,1,0,0
3,16,20,3,0,0,0,0,6,0,0
3,68,36,37,0,0,0,11,0,0,0
3,1,0,0,0,0,0,0,5,0,0
12,21,8,0,0,1,0,1,1,0,0
1,32,6,0,0,4,2,0,6,0,0
12,28,16,4,0,2,0,0,8,0,0
3,14,6,4,0,2,0,2,9,0,0
3,40,37,18,0,2,2,0,12,0,0
12,54,31,4,0,0,0,0,0,0,0
4,12,9,4,0,0,0,0,5,0,0
8,76,69,11,0,4,0,6,9,0,0
3,43,20,34,0,0,3,4,0,0,0
12,56,39,0,0,4,0,0,6,0,0
8,67,51,7,0,1,1,0,0,0,0
1,58,39,0,0,2,0,2,0,0,0
1,33,19,4,0,2,0,6,0,0,0
3,58,35,48,0,2,2,5,0,0,0
3,35,10,20,0,0,0,0,10,0,0
1,61,22,0,0,2,0,2,4,0,0
8,61,77,12,0,3,0,0,6,0,0
4,15,43,7,0,0,0,0,2,0,0
1,7,2,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,1,0,0
8,3,9,0,0,0,0,0,10,0,0
4,11,15,4,0,1,0,2,0,0,0
8,112,91,8,0,0,0,6,0,0,0
8,11,13,0,0,0,0,2,11,0,0
8,96,91,14,0,0,0,6,14,0,0
1,13,12,0,0,0,0,0,0,0,0
1,0,2,0,0,0,0,0,8,0,0
12,7,10,0,0,0,0,0,10,0,1
1,39,22,0,0,0,0,0,0,0,0
3,19,10,4,0,2,1,3,4,0,0
12,72,55,3,0,0,0,0,9,0,0
1,17,21,0,0,0,0,4,1,0,0
8,10,7,0,0,0,1,2,19,0,0
12,5,2,0,0,0,0,0,6,0,0
1,5,6,0,0,0,0,0,7,0,0
1,37,18,0,0,9,0,0,11,0,0
12,20,7,0,0,0,0,0,1,0,0
1,29,8,0,0,0,0,2,0,0,0
12,51,24,4,0,2,0,5,0,0,1
1,4,0,4,0,0,0,0,8,0,0
1,24,4,0,0,0,0,0,2,0,0
1,51,41,0,0,2,0,4,0,0,0
3,16,28,4,0,0,0,0,1,0,0
1,12,3,0,0,0,0,0,1,0,0
3,0,5,0,0,0,0,0,5,0,0
12,0,2,0,0,0,0,0,1,0,0
1,2,7,0,0,0,0,0,10,0,0
4,2,11,0,0,0,0,0,10,0,0
12,18,21,0,0,3,0,2,8,0,0
8,68,45,4,0,3,0,0,0,0,0
8,51,45,4,0,0,1,2,0,0,0
12,42,38,0,0,8,0,3,0,0,0
4,37,35,12,0,0,0,0,10,0,0
3,5,3,4,0,0,0,0,5,0,0
8,44,40,3,0,1,0,0,14,0,0
1,48,20,0,0,10,0,0,7,0,0
8,4,6,0,0,0,0,0,12,0,0
8,71,99,8,0,0,0,2,10,0,0
12,10,11,4,0,0,0,0,14,0,0
1,5,1,0,0,0,0,0,7,0,0
8,9,20,3,0,0,0,0,0,0,0
1,15,8,0,0,2,0,0,3,0,0
4,17,26,7,0,0,0,0,4,0,0
8,0,1,0,0,0,0,0,1,0,0
4,38,18,27,0,1,0,2,0,0,0
1,50,19,0,0,2,0,2,0,0,0
12,15,10,3,0,0,0,0,5,0,0
4,24,44,7,0,0,0,2,0,0,0
8,10,1,0,0,0,0,2,4,0,0
12,57,46,0,0,12,2,0,13,0,1
12,73,58,16,0,4,0,4,0,0,1
1,19,14,0,0,0,0,0,4,0,0
8,66,51,17,0,0,0,4,0,0,0
4,33,48,12,0,1,0,3,0,0,0
4,31,34,24,0,2,0,0,9,0,0
3,41,27,19,0,2,0,5,14,0,0
4,37,36,8,3,2,0,2,0,0,0
8,75,67,10,0,2,0,2,0,0,0
4,9,17,0,0,0,0,0,0,0,0
3,28,17,19,0,0,0,0,0,0,0
3,27,31,17,0,1,1,0,10,0,0
3,27,15,21,0,0,0,8,0,0,0
3,11,12,9,0,1,0,3,0,0,0
3,58,36,27,0,0,0,3,0,0,0
4,14,23,14,0,0,0,1,17,0,0
1,32,20,0,0,0,0,0,11,0,0
8,8,5,0,0,2,0,0,16,0,0
1,44,16,0,0,7,0,0,6,0,0
12,45,32,8,0,0,0,0,12,0,0
8,49,49,7,0,2,0,0,0,0,0
8,56,41,11,0,4,0,0,0,0,0
8,0,3,0,0,0,0,0,0,0,0
8,1,2,0,0,0,0,0,16,0,0
1,2,1,0,0,0,0,0,16,0,0
8,2,1,0,0,0,0,0,3,0,0
3,10,19,4,0,0,0,0,12,0,0
3,35,16,23,0,1,1,4,13,0,0
12,39,20,0,0,2,2,0,1,0,0
3,3,2,0,0,0,0,1,2,0,0
3,97,49,52,0,0,0,9,13,0,0
12,76,52,4,0,4,0,0,0,0,0
8,70,63,0,0,2,0,5,0,0,0
8,35,30,3,0,0,0,6,7,0,0
4,20,21,4,0,0,0,0,2,0,0
12,66,30,0,0,0,0,2,0,0,0
3,2,2,0,0,0,0,0,9,0,0
8,8,2,4,0,0,0,0,0,0,0
4,20,12,8,0,0,0,1,0,0,0
8,1,1,0,0,0,0,0,16,0,0
8,0,1,0,0,0,0,0,16,0,0
4,13,9,0,0,0,0,0,1,0,0
4,11,17,0,0,0,0,0,2,0,0
1,14,4,0,0,2,0,2,8,0,0
1,3,2,0,0,0,0,0,18,0,0
8,10,24,8,0,1,0,3,12,0,0
1,3,1,0,0,0,0,0,15,0,0
1,17,7,0,0,0,0,0,15,0,0
1,3,2,0,0,0,0,0,11,0,0
8,26,22,7,0,0,0,0,0,0,0
8,21,25,0,0,0,0,0,0,0,0
4,8,6,0,0,0,0,0,3,0,0
4,26,30,3,0,2,1,4,6,0,0
12,6,5,0,0,0,0,2,5,0,0
4,31,24,14,5,0,0,4,0,0,0
4,62,63,17,0,0,0,5,0,0,0
1,29,12,3,0,0,0,0,3,0,0
1,18,14,0,0,4,0,2,0,0,0
8,26,43,7,0,0,0,0,3,0,0
12,4,5,0,0,0,0,0,12,0,0
4,9,3,4,0,0,0,0,17,0,0
4,7,4,0,0,0,0,0,17,0,0
4,42,35,23,0,0,0,0,13,0,0
12,73,13,4,0,12,0,0,0,0,0
3,37,24,21,0,0,0,10,0,0,0
8,94,73,19,0,2,0,2,0,0,0
3,33,12,16,0,0,0,2,5,0,0
1,32,12,0,0,0,0,0,1,0,0
3,20,22,3,0,2,0,0,0,0,0
8,17,8,11,0,0,0,0,2,0,0
1,63,17,0,0,2,0,2,0,0,0
4,4,10,0,0,0,0,0,3,0,0
3,24,17,18,0,1,0,4,0,0,0
8,34,36,0,0,0,0,0,2,0,0
12,10,15,0,0,2,0,0,0,0,0
8,45,53,0,0,4,0,0,4,0,0
1,1,0,0,0,0,0,0,16,0,0
12,90,28,19,0,2,0,4,0,0,0
3,2,2,0,0,0,0,0,5,0,0
8,53,45,30,0,0,0,4,11,0,0
12,2,3,0,0,0,0,0,3,0,0
8,0,1,0,0,0,0,2,1,0,0
4,11,12,0,0,0,0,0,11,0,0
3,11,15,4,0,0,0,0,1,0,0
1,11,10,0,0,0,0,0,7,0,0
8,18,12,3,0,0,0,0,16,0,0
12,8,2,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0,14,0,0
1,2,1,0,0,0,0,0,14,0,0
1,0,1,0,0,0,0,0,14,0,0
12,19,8,0,0,2,0,2,0,0,0
8,97,78,7,0,1,0,1,0,0,1
4,3,4,0,0,0,0,0,2,0,0
1,1,1,0,0,0,0,0,1,0,0
3,40,39,27,0,0,0,0,3,0,0
4,24,32,10,0,0,0,0,12,0,0
8,3,2,0,0,0,0,0,12,0,0
3,0,1,0,0,0,0,0,3,0,0
12,23,14,0,0,0,0,0,7,0,0
8,7,4,0,0,0,0,0,6,0,0
4,2,2,0,0,0,0,0,8,0,0
8,37,46,0,0,0,0,0,6,0,0
3,6,4,0,0,0,0,0,2,0,0
8,1,0,0,0,0,0,0,12,0,0
4,13,16,0,0,0,0,0,13,0,0
3,9,9,11,0,0,0,0,6,0,0
3,15,13,3,0,0,0,4,6,0,0
4,15,20,3,0,0,0,0,7,0,0
8,5,2,0,1,0,0,2,8,0,0
12,44,33,4,0,6,0,0,0,0,0
12,32,15,0,0,2,0,2,1,0,0
1,0,1,0,0,0,0,0,4,0,0
4,4,4,2,0,0,0,0,0,0,0
1,33,12,0,0,0,0,0,1,0,0
1,4,4,0,0,0,0,0,8,0,0
3,54,36,22,0,0,2,11,0,0,0
4,48,32,29,0,0,0,4,3,0,1
8,36,38,2,0,0,0,3,14,0,0
3,61,25,32,0,1,0,0,9,0,0
1,2,0,0,0,0,0,0,10,0,0
3,18,4,4,0,1,1,0,1,0,0
12,41,16,0,0,2,0,2,17,0,0
4,27,32,15,0,0,0,0,0,0,0
12,57,42,0,0,4,0,3,17,0,0
1,17,4,0,0,0,0,0,5,0,0
4,27,23,16,0,1,0,0,6,0,0
12,50,34,0,0,4,0,5,10,0,0
8,78,68,7,0,5,0,0,0,0,0
4,6,5,3,0,0,0,4,2,0,0
4,6,5,0,0,0,0,0,2,0,0
12,37,29,0,0,4,0,2,9,0,0
3,41,29,24,0,0,0,5,6,0,0
8,71,55,12,0,0,0,0,15,0,0
4,48,50,32,0,2,0,6,0,0,1
8,88,67,0,0,0,0,4,1,0,0
3,12,24,10,0,0,0,0,4,0,0
12,31,17,0,0,0,0,0,0,0,0
12,6,4,0,0,0,0,0,0,0,0
1,9,4,0,0,0,0,2,17,0,0
1,3,0,0,0,0,0,0,17,0,0
1,22,10,0,0,2,0,0,0,0,0
8,48,64,4,0,4,0,2,0,0,0
1,40,17,0,0,4,0,2,7,0,0
12,64,49,0,0,2,0,1,2,0,0
8,76,71,22,0,0,0,6,0,0,0
3,18,15,7,0,0,0,5,11,0,0
3,72,36,48,0,0,0,3,1,0,1
3,106,20,73,0,1,3,8,0,1,0
4,73,28,48,0,0,0,8,12,0,1
3,1,0,0,0,0,0,0,4,0,0
4,14,16,4,0,0,0,0,2,0,0
1,14,10,4,0,0,0,0,14,0,0
1,16,6,0,0,2,0,0,7,0,0
8,26,19,0,0,2,0,0,7,0,0
4,11,11,6,0,0,0,0,2,0,0
3,1,0,0,0,0,0,0,2,0,0
4,1,2,0,0,0,0,0,4,0,0
1,7,5,0,0,0,0,0,2,0,0
4,7,6,4,0,0,0,0,16,0,0
8,1,2,0,0,0,0,0,3,0,0
4,7,4,4,0,0,0,0,7,0,0
4,2,3,0,0,0,0,0,16,0,0
4,11,13,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,6,0,0
3,32,18,18,0,1,0,4,12,0,0
8,1,0,0,0,0,0,0,4,0,0
4,8,17,3,0,0,0,0,10,0,0
4,6,11,0,0,0,0,0,0,0,0
12,44,16,0,0,0,0,2,14,0,0
8,16,16,3,0,0,0,1,10,0,0
4,2,0,0,0,0,0,0,5,0,0
12,1,2,0,0,0,0,0,5,0,0
1,2,1,0,0,0,0,0,1,0,0
3,0,1,0,0,0,0,0,8,0,0
12,7,1,0,0,0,0,2,16,0,0
1,14,10,0,0,0,0,0,6,0,0
4,3,2,0,0,0,0,0,2,0,0
3,3,4,0,0,0,0,0,4,0,0
12,16,4,4,0,0,0,0,3,0,0
4,26,29,4,0,1,0,0,0,0,0
1,42,28,0,0,2,0,0,11,0,0
1,10,5,0,0,2,0,0,1,0,0
4,41,22,22,0,0,0,0,0,0,0
4,0,3,0,0,0,0,0,5,0,0
3,14,4,14,0,1,0,4,3,0,0
1,3,0,0,0,0,0,0,2,0,0
8,1,0,0,0,0,0,0,7,0,0
3,50,14,44,0,1,0,8,10,0,0
1,45,17,0,0,4,0,2,0,0,0
8,22,26,4,0,0,0,2,3,0,0
4,20,25,7,0,2,0,0,15,0,0
12,0,3,0,0,0,0,0,6,0,0
3,33,6,25,0,2,0,8,0,0,0
3,17,15,5,0,0,0,3,1,0,0
12,25,10,0,0,0,0,2,7,0,0
4,16,21,4,0,0,0,0,0,0,0
4,32,48,6,0,2,0,0,4,0,0
12,26,28,7,0,0,3,4,2,0,0
1,24,11,0,0,0,0,2,7,0,0
3,13,13,7,0,2,2,0,9,0,0
12,45,33,4,0,6,5,2,10,0,0
8,3,1,0,0,0,0,2,0,0,0
4,9,3,8,0,0,0,0,11,0,0
4,0,2,0,0,0,0,0,11,0,0
3,1,8,0,0,0,0,0,8,0,0
1,1,0,0,0,0,0,0,3,0,0
3,15,9,8,0,0,0,0,10,0,0
12,34,16,3,0,2,2,0,9,0,0
4,2,2,0,0,0,0,0,0,0,0
4,36,34,11,0,1,0,2,0,0,0
4,23,23,8,0,0,0,0,10,0,0
1,51,24,0,0,2,2,2,8,0,0
8,28,23,7,0,0,0,0,7,0,0
8,18,10,0,0,0,0,0,10,0,0
1,50,14,0,0,4,0,2,3,0,0
12,64,47,0,0,8,0,0,8,0,0
1,30,18,0,0,0,0,0,1,0,0
3,10,3,4,0,1,0,0,0,0,0
1,8,2,0,0,2,0,0,8,0,0
3,23,42,11,0,0,0,0,9,0,0
4,6,0,4,0,0,0,0,11,0,0
1,25,11,0,0,0,0,2,9,0,0
12,49,25,4,0,0,0,0,3,0,0
8,81,55,9,0,3,0,8,0,0,0
3,2,0,0,0,0,0,0,8,0,0
8,24,15,0,0,0,0,0,0,0,0
8,55,63,4,0,4,0,2,13,0,0
12,44,43,0,0,4,0,3,1,0,0
1,22,8,0,0,4,0,0,0,0,0
1,5,1,0,0,0,0,0,9,0,0
3,28,15,12,0,0,0,0,17,0,0
12,1,2,0,0,0,0,0,3,0,0
1,22,16,0,0,3,0,2,4,0,0
4,7,13,0,0,2,0,0,2,0,0
8,10,5,0,0,0,0,0,13,0,0
1,3,0,0,0,0,0,0,4,0,0
3,2,3,0,0,0,0,0,3,0,0
8,87,60,22,0,4,0,3,0,0,0
12,0,0,0,0,2,0,0,2,0,0
1,43,10,0,0,0,0,2,3,0,0
3,74,34,56,0,1,0,17,1,0,1
3,27,24,18,0,2,0,4,0,0,0
4,12,9,0,0,0,0,0,0,0,0
8,1,3,0,0,0,0,0,8,0,0
3,3,1,0,0,1,0,0,2,0,0
8,3,4,0,0,0,0,0,11,0,0
1,8,4,0,0,0,0,3,1,0,0
12,26,8,0,0,2,0,0,10,0,0
12,59,31,2,0,0,0,0,4,0,1
3,23,13,11,0,0,0,0,2,0,0
4,4,0,4,0,0,0,0,1,0,0
8,77,37,14,0,5,3,5,8,0,0
1,51,12,0,0,6,0,0,0,0,0
8,53,51,10,0,2,2,0,0,0,0
4,18,19,4,0,0,0,0,0,0,0
8,3,6,0,0,0,0,0,0,0,0
4,9,23,0,0,0,0,0,4,0,0
4,9,4,0,0,0,0,3,8,0,0
1,80,47,13,0,6,0,10,0,0,0
1,31,14,3,0,4,0,2,1,0,0
3,24,19,18,0,1,0,8,0,0,0
12,32,25,0,0,2,0,2,0,0,0
12,27,21,4,0,0,0,2,0,0,0
1,32,10,0,0,1,0,2,0,0,0
12,19,4,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,6,0,0
8,0,1,0,0,0,0,0,3,0,0
3,14,14,3,0,0,0,0,3,0,0
8,91,76,4,0,0,0,2,1,0,0
12,72,27,14,0,2,0,4,0,0,0
3,45,9,33,0,1,0,14,5,0,0
1,36,17,0,0,2,0,2,11,0,0
8,3,7,0,0,0,0,0,19,0,0
3,15,6,4,0,2,0,0,17,0,0
12,6,5,0,0,0,0,0,4,0,0
12,5,6,0,0,0,0,0,9,0,0
3,6,5,0,0,0,0,0,6,0,0
3,0,2,0,0,0,0,0,6,0,0
8,48,40,4,0,2,0,2,0,0,0
4,0,2,0,0,0,0,0,5,0,0
12,3,0,0,0,0,0,0,7,0,0
3,54,16,24,0,1,0,0,5,0,0
3,30,21,21,0,0,0,3,4,0,0
8,9,8,3,0,0,0,3,8,0,0
1,46,23,0,0,4,0,0,13,0,0
12,31,15,7,0,0,0,2,0,0,0
8,1,1,0,0,0,0,0,5,0,0
1,4,1,0,0,0,0,0,1,0,0
4,6,1,0,0,1,0,0,13,0,0
4,1,1,0,0,0,0,0,13,0,0
8,3,0,0,0,0,0,0,14,0,0
3,19,8,18,0,0,0,10,0,0,0
3,16,11,7,0,3,0,0,0,0,0
4,3,3,0,0,0,0,0,5,0,0
1,2,0,0,0,0,0,0,16,0,0
1,22,6,0,0,0,0,0,7,0,0
1,55,32,4,0,2,0,0,0,0,0
12,73,38,7,0,9,2,6,0,0,0
4,25,21,4,3,0,0,0,16,0,0
1,15,0,0,0,2,0,0,1,0,0
1,10,6,0,0,0,0,0,12,0,0
4,1,1,0,0,0,0,0,1,0,0
12,1,0,0,0,0,0,0,1,0,0
1,28,17,7,0,0,0,0,0,0,0
8,71,49,10,0,1,0,1,9,0,0
1,9,1,0,0,0,0,0,3,0,0
1,50,12,0,0,6,1,1,0,0,0
8,112,84,7,0,4,0,2,0,0,0
4,20,30,4,0,0,0,0,1,0,0
1,40,8,8,0,2,0,2,2,0,0
12,44,39,0,0,6,0,0,0,0,0
12,12,12,0,0,4,0,0,2,0,0
8,25,21,0,0,2,3,2,9,0,0
12,54,37,0,0,8,0,4,3,0,0
4,10,24,0,0,1,0,0,1,0,0
8,2,5,0,0,0,0,0,0,0,0
4,4,16,0,0,0,0,0,9,0,0
8,14,16,0,0,0,0,0,7,0,0
12,10,5,0,0,2,0,0,0,0,0
3,1,1,0,0,0,0,0,14,0,0
3,4,1,0,0,0,0,0,15,0,0
1,0,1,0,0,0,0,0,5,0,0
3,1,5,0,0,0,0,0,10,0,0
4,2,2,0,0,0,0,0,3,0,0
4,8,12,4,0,0,0,0,13,0,0
8,1,2,0,0,0,0,0,1,0,0
1,36,13,4,0,2,0,0,4,0,0
1,8,3,0,0,0,0,0,1,0,0
12,4,0,0,0,0,0,0,16,0,0
8,5,2,0,0,0,0,0,2,0,0
4,5,3,0,0,0,0,0,2,0,0
8,5,6,0,0,0,0,0,7,0,0
3,0,1,0,0,0,0,0,15,0,0
12,16,6,0,0,0,0,0,11,0,0
3,23,12,8,0,0,0,0,0,0,0
3,4,6,0,0,0,0,0,7,0,0
3,12,5,8,0,0,0,0,4,0,0
1,57,20,4,0,0,0,2,12,0,0
1,45,19,0,0,4,0,2,5,0,1
4,5,14,0,0,0,0,0,0,0,0
8,1,3,0,0,0,0,0,1,0,0
4,2,13,3,0,0,0,1,17,0,0
1,46,18,0,0,6,2,2,6,0,0
1,3,0,0,0,0,0,0,5,0,0
12,58,40,7,0,0,0,2,2,0,0
3,0,1,0,0,0,0,0,5,0,0
3,8,5,0,0,0,0,0,18,0,0
1,4,1,0,0,0,0,0,1,0,0
1,17,8,0,0,0,0,0,7,0,0
3,18,13,14,0,2,0,0,0,0,0
4,5,4,0,0,0,0,0,2,0,0
1,1,0,0,0,0,0,0,13,0,0
1,5,1,0,0,0,0,0,1,0,0
4,12,20,3,0,1,0,0,0,0,0
3,48,20,33,0,1,0,4,0,0,0
8,41,36,0,0,0,0,4,2,0,0
4,35,20,16,0,0,0,0,0,0,0
1,8,0,4,0,0,0,0,0,0,0
4,8,11,4,0,1,1,0,6,0,0
3,4,3,0,0,0,0,2,0,0,0
3,15,10,8,0,0,0,0,4,0,0
8,58,25,0,0,1,0,4,10,0,0
3,73,34,51,0,0,0,11,0,0,1
3,62,55,8,0,2,2,2,20,0,0
3,56,39,31,0,0,0,4,0,0,0
1,11,2,0,0,0,0,2,8,0,0
1,49,13,0,0,0,0,0,12,0,0
3,35,15,20,0,0,0,8,15,0,0
3,37,23,14,0,0,0,2,0,0,0
12,45,30,4,0,6,2,0,0,0,0
4,41,20,15,0,1,0,4,0,0,0
1,45,18,0,0,7,0,0,9,0,0
4,17,22,0,0,0,0,2,9,0,0
3,20,28,6,0,0,0,0,1,0,0
3,20,30,8,0,1,0,0,4,0,0
12,28,18,0,0,1,0,2,5,0,0
12,66,61,0,0,4,0,2,8,0,0
12,37,20,0,0,0,0,1,14,0,0
8,26,22,4,0,1,0,0,6,0,0
3,35,23,18,0,0,0,0,0,0,0
1,61,18,0,0,7,0,2,0,0,0
4,18,16,11,0,1,0,3,4,0,0
3,11,15,4,0,0,0,0,0,0,0
1,17,6,0,0,2,0,0,14,0,0
1,27,11,3,0,0,0,0,2,0,0
3,3,1,0,0,0,0,0,11,0,0
8,36,39,0,0,0,0,0,5,0,0
12,5,1,0,0,0,0,0,7,0,0
12,9,6,2,0,0,0,0,3,0,0
8,54,63,0,0,3,0,2,7,0,0
3,31,19,22,0,3,0,2,2,0,0
1,28,16,3,0,0,0,0,8,0,0
12,72,29,5,0,4,0,3,0,0,0
8,30,38,0,0,0,0,0,12,0,0
3,28,10,16,0,1,0,0,0,0,0
1,5,0,0,0,0,0,0,1,0,0
1,22,9,3,3,2,0,0,4,0,0
3,11,2,7,0,0,0,0,1,0,0
10,1,0,0,0,0,0,0,2,0,0
4,1,0,0,0,0,0,0,4,0,0
0,0,1,0,0,0,0,0,12,0,0
3,4,1,0,0,0,0,0,11,0,0
11,0,1,0,0,0,0,0,3,0,0
4,9,10,0,0,0,0,0,0,0,0
8,72,58,6,0,0,0,8,6,0,0
4,10,9,6,0,0,0,4,6,0,0
1,56,18,0,0,12,2,0,0,0,0
3,20,17,7,0,1,0,0,2,0,0
3,29,16,12,0,0,0,0,2,0,0
8,0,1,0,0,0,0,0,7,0,0
1,6,1,0,0,0,0,0,4,0,0
12,7,14,0,0,0,0,2,7,0,0
1,24,16,0,0,0,0,0,8,0,0
8,41,27,8,0,0,0,0,8,0,0
1,7,5,0,0,0,0,0,8,0,0
12,20,14,0,0,2,0,0,0,0,0
0,2,1,0,0,0,0,0,10,0,0
12,9,6,0,0,0,0,0,10,0,0
4,1,3,0,0,0,0,0,13,0,0
1,52,30,0,1,4,0,0,12,0,1
1,28,19,3,0,0,0,4,0,0,0
3,35,21,26,0,1,0,0,0,0,0
12,22,8,3,0,0,0,0,0,0,0
1,38,11,0,0,2,2,0,0,0,0
12,2,0,0,0,0,0,0,1,0,0
3,37,31,14,0,3,0,4,0,0,0
3,58,29,39,0,6,0,0,1,0,0
1,36,10,2,0,2,0,0,6,0,0
1,31,11,0,0,4,0,0,0,0,0
8,58,63,0,0,6,0,0,0,0,0
12,96,66,4,0,10,0,2,9,0,0
3,7,10,5,0,0,0,3,11,0,0
1,50,16,4,0,0,0,0,11,0,0
3,13,17,0,0,0,0,0,1,0,0
1,1,0,0,0,1,0,0,10,0,0
1,29,10,0,0,4,2,0,10,0,0
8,3,13,0,0,0,0,0,16,0,0
8,33,35,8,0,0,0,2,3,0,0
4,1,3,0,0,0,0,0,4,0,0
4,9,9,3,0,0,0,0,13,0,0
1,11,6,0,0,0,0,0,20,0,0
4,1,2,0,0,0,0,0,4,0,0
4,11,4,0,0,0,0,0,1,0,0
3,4,2,0,0,0,0,0,6,0,0
1,46,17,0,0,10,0,0,0,0,0
4,0,7,3,0,0,1,1,13,0,0
8,24,21,0,0,0,1,4,5,0,0
4,7,18,0,0,0,0,2,7,0,0
1,19,8,0,0,2,0,1,1,0,0
8,45,49,4,0,1,0,0,8,0,0
1,3,3,0,0,0,0,0,8,0,0
4,1,1,0,0,0,0,0,6,0,0
12,0,1,0,0,0,0,0,1,0,0
3,10,15,4,0,0,0,0,10,0,0
1,9,7,0,0,0,0,0,0,0,0
3,34,1,31,0,0,0,4,5,0,0
1,4,1,0,0,0,0,0,11,0,0
3,8,5,4,0,0,0,0,6,0,0
8,2,6,0,0,0,0,0,4,0,0
8,3,1,0,0,0,0,0,2,0,0
1,1,1,0,0,0,0,0,3,0,0
12,37,19,0,0,8,0,0,6,0,0
3,3,2,0,0,0,0,0,9,0,0
12,4,2,0,0,0,0,0,2,0,0
4,0,2,0,0,0,0,0,5,0,0
1,63,14,0,0,2,1,3,0,0,0
12,11,7,0,0,2,0,0,18,0,0
4,0,3,0,0,0,0,0,2,0,0
4,0,2,0,0,0,0,0,2,0,0
10,9,8,0,0,0,0,0,7,0,0
3,1,0,0,0,0,0,0,1,0,0
1,10,3,4,0,0,0,0,20,0,0
4,1,2,0,0,0,0,0,4,0,0
1,6,1,0,0,0,0,0,7,0,0
1,4,4,0,0,0,0,0,4,0,0
1,1,1,0,0,0,0,0,1,0,0
3,2,0,0,0,0,0,0,1,0,0
3,0,4,0,0,0,0,0,1,0,0
3,16,12,3,0,0,0,0,17,0,0
8,15,11,4,0,0,0,2,1,0,0
4,11,20,4,0,0,0,0,2,0,0
12,1,0,0,0,0,0,0,2,0,0
12,2,0,0,0,0,0,0,2,0,0
8,1,3,0,0,0,0,0,7,0,0
3,1,1,0,0,0,0,0,2,0,0
