position,solo_tackle,assist_tackle,sack,safety,interception,def_touchdown,fumble_forced,games_played_season,dpoy,allpro
11,9,3,4,0,0,0,2,13,0,0
7,34,21,4,0,0,0,1,0,0,0
1,15,4,0,0,2,0,0,1,0,0
3,19,6,9,0,0,0,7,1,0,0
12,89,22,12,0,10,2,2,7,0,1
8,64,65,15,0,0,0,1,5,0,0
1,20,8,4,0,2,0,0,2,0,0
11,25,6,8,0,0,0,0,6,0,0
8,96,32,8,0,2,0,3,0,0,0
3,9,4,6,0,0,0,4,6,0,0
4,0,3,0,0,0,0,0,3,0,0
8,1,0,0,0,0,0,0,9,0,0
4,33,9,10,0,1,0,2,11,0,0
9,65,47,0,0,0,0,0,11,0,0
1,24,3,0,0,0,0,0,6,0,0
4,34,16,10,0,1,0,3,0,0,0
3,47,22,18,0,0,0,5,16,0,0
8,15,12,7,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0,11,0,0
4,64,16,16,0,1,0,2,6,0,1
4,39,14,8,0,1,0,0,1,0,0
1,56,4,4,0,5,0,2,4,0,0
8,70,45,27,0,1,2,6,0,0,0
8,24,6,12,0,0,0,0,12,0,0
8,29,19,0,0,0,0,0,12,0,0
1,7,2,0,0,2,0,0,2,0,0
1,51,8,0,0,4,4,4,8,0,0
4,13,11,4,0,0,0,0,0,0,0
4,50,14,25,0,0,0,0,1,0,0
1,34,7,0,0,6,2,0,16,0,0
1,39,2,0,0,6,0,0,9,0,0
3,53,19,24,1,1,0,6,13,0,0
7,15,11,5,0,0,0,2,2,0,0
12,2,0,0,0,0,0,0,4,0,0
7,51,35,4,0,0,0,0,9,0,0
8,86,65,8,0,0,0,4,11,0,0
8,1,0,0,0,0,0,0,5,0,0
3,7,2,3,0,0,3,4,0,0,0
11,5,3,0,0,0,0,0,8,0,0
8,28,26,0,0,0,0,0,16,0,0
1,19,3,0,0,6,0,0,1,0,0
1,27,6,0,0,2,0,0,5,0,0
4,1,0,0,0,0,0,0,8,0,0
2,1,0,0,0,0,0,0,4,0,0
1,14,4,0,0,0,0,2,0,0,0
4,5,0,0,0,0,0,0,7,0,0
1,27,11,4,0,2,0,0,1,0,0
4,30,19,10,0,1,0,3,1,0,0
8,10,5,0,0,0,0,0,7,0,0
5,4,0,0,0,0,0,0,5,0,0
4,6,3,4,0,0,0,0,0,0,0
12,3,1,0,0,0,0,0,1,0,0
11,8,3,0,0,0,0,0,8,0,0
8,1,0,0,0,1,0,0,7,0,0
1,37,13,6,0,0,0,3,13,0,0
3,8,2,4,0,0,0,0,1,0,0
8,12,4,0,0,0,0,2,14,0,0
3,70,19,30,0,1,0,9,0,0,0
12,55,24,4,0,4,0,0,4,0,0
1,48,17,0,0,7,0,2,0,0,0
4,40,37,29,0,1,0,3,3,0,1
8,61,27,0,0,0,0,2,6,0,0
3,34,10,25,0,1,0,2,5,0,0
4,24,11,4,0,0,0,0,5,0,0
4,31,8,23,0,2,0,0,8,0,0
13,30,21,0,0,3,0,2,6,0,0
3,16,4,4,0,0,0,1,0,0,0
13,5,1,0,0,1,0,0,7,0,0
4,9,3,0,0,0,0,0,0,0,0
3,7,6,0,0,0,0,0,3,0,0
10,26,11,8,0,0,0,0,3,0,0
12,47,18,4,0,4,0,0,0,0,0
4,13,12,0,0,0,0,0,0,0,0
7,10,9,0,0,0,0,0,11,0,0
4,20,17,14,0,0,0,0,0,0,0
12,5,4,0,0,0,0,0,9,0,1
11,8,4,4,0,0,0,0,1,0,0
8,36,23,4,0,0,0,0,0,0,0
3,4,0,4,0,0,0,0,6,0,0
1,17,1,0,0,0,0,0,3,0,0
4,21,12,12,0,0,0,0,8,0,0
1,3,0,0,0,0,0,0,1,0,0
8,2,5,3,0,0,0,0,8,0,0
12,35,12,0,0,3,0,0,1,0,0
12,7,4,0,0,0,0,0,0,0,0
11,9,6,4,0,0,0,0,2,0,0
7,1,0,0,0,0,0,0,2,0,0
3,1,0,0,0,0,0,0,2,0,0
3,1,0,0,0,0,0,0,5,0,0
9,0,2,0,0,0,0,0,4,0,0
1,50,9,0,0,6,2,2,1,0,0
7,19,20,0,0,2,0,0,7,0,0
3,21,14,10,0,0,0,3,0,0,0
12,0,1,0,0,0,0,0,7,0,0
4,0,1,0,0,0,0,0,3,0,0
4,8,7,4,0,0,0,0,3,0,0
1,35,4,0,0,2,0,0,4,0,0
12,27,8,0,0,2,0,2,1,0,0
8,33,33,5,0,2,0,0,9,0,0
1,9,0,0,0,0,0,0,4,0,0
11,4,5,0,0,0,0,0,7,0,0
13,5,1,0,0,4,0,0,2,0,0
13,0,2,0,0,0,0,0,2,0,0
12,66,14,4,0,0,0,2,0,0,0
12,33,14,4,0,0,1,4,6,0,0
12,4,0,0,0,0,0,0,4,0,0
2,0,1,0,0,0,0,0,4,0,0
1,4,1,0,0,0,0,0,3,0,0
3,10,7,4,0,0,0,1,2,0,0
8,37,15,4,0,0,0,0,0,0,0
12,9,4,0,0,2,0,0,0,0,0
11,90,35,15,3,0,0,4,1,0,0
8,50,18,3,0,3,2,0,5,0,0
4,39,17,8,0,0,0,0,15,0,0
3,0,1,0,0,0,0,0,15,0,0
4,33,17,14,0,0,0,0,1,0,0
12,28,11,0,0,4,0,2,0,0,0
8,5,1,4,0,0,0,0,15,0,0
1,44,18,0,0,0,0,0,3,0,0
8,87,50,14,0,5,0,13,0,0,0
5,15,11,0,0,0,0,0,3,0,0
3,6,13,0,0,0,0,4,9,0,0
3,5,1,4,0,0,0,0,14,0,0
12,66,34,0,0,8,2,2,1,0,0
8,16,13,0,0,0,0,0,0,0,0
3,12,7,7,0,0,0,1,9,0,0
4,29,26,14,0,0,0,4,0,0,0
4,8,2,4,0,0,0,0,0,0,0
1,39,9,0,0,0,0,1,6,0,0
4,29,8,8,0,0,0,0,0,0,0
3,24,5,12,0,0,0,0,2,0,0
12,40,4,0,0,2,0,0,0,0,0
8,23,14,0,0,0,0,0,1,0,0
1,44,14,0,0,8,2,0,6,0,0
12,0,1,0,0,0,0,0,15,0,0
3,0,1,0,0,0,0,0,10,0,0
1,30,2,0,0,0,0,0,5,0,0
1,11,2,0,0,2,0,0,0,0,0
8,1,0,0,0,0,0,0,11,0,0
13,25,7,4,0,2,0,0,4,0,0
11,13,10,8,0,0,0,4,7,0,0
11,15,7,0,0,0,0,0,16,0,0
3,55,4,32,0,2,0,0,0,0,0
4,51,15,0,0,0,0,2,2,0,0
7,10,4,0,0,1,0,0,9,0,0
4,25,27,3,0,0,0,4,0,0,0
4,2,2,0,0,0,0,0,10,0,0
8,14,4,11,0,0,0,4,4,0,0
3,4,3,0,0,0,0,0,4,0,0
1,10,2,0,0,0,0,0,17,0,0
1,17,2,0,0,0,0,0,10,0,0
8,79,42,0,0,4,0,8,1,0,0
1,28,7,0,0,7,0,0,13,0,0
7,75,30,10,0,0,0,3,12,0,0
12,88,30,8,0,2,0,0,14,0,0
1,2,1,0,0,0,0,0,2,0,0
12,82,34,0,0,0,0,0,9,0,0
1,39,17,0,0,2,3,4,6,0,0
1,49,10,0,0,2,0,0,2,0,0
12,58,16,0,0,6,0,2,0,0,0
12,35,9,0,0,6,0,0,3,0,0
3,8,6,4,0,0,0,0,2,0,0
3,17,0,4,0,0,0,0,6,0,0
1,3,1,0,0,0,0,0,4,0,0
13,62,30,0,0,0,0,2,9,0,0
8,31,17,8,0,0,0,0,2,0,0
13,31,20,3,0,1,0,2,0,0,0
1,57,9,0,0,6,0,0,5,0,1
11,55,15,16,0,0,0,5,1,0,0
12,56,27,4,0,4,0,6,3,0,0
1,44,6,0,0,2,0,0,4,0,0
4,62,40,35,5,1,0,2,8,0,1
4,39,22,19,0,0,0,0,15,0,0
1,45,10,0,0,2,0,0,8,0,0
3,22,8,7,0,2,0,0,0,0,0
4,17,8,0,0,0,0,0,0,0,0
1,5,1,0,0,0,0,0,4,0,0
13,7,4,0,0,0,0,0,11,0,0
12,0,1,0,0,0,0,0,1,0,0
11,4,10,4,0,0,0,0,1,0,0
4,1,0,0,0,0,0,0,6,0,0
7,0,1,0,0,0,0,0,9,0,0
13,2,0,0,0,0,0,0,9,0,0
1,3,1,0,0,0,0,0,0,0,0
8,2,2,0,0,1,0,0,7,0,0
4,6,3,0,0,0,0,0,0,0,0
8,4,2,0,0,0,0,0,3,0,0
11,6,4,4,0,2,0,0,7,0,0
3,4,0,4,0,0,0,0,9,0,0
3,16,8,9,0,2,0,2,10,0,0
1,7,2,0,0,0,0,2,2,0,0
10,3,0,0,0,0,0,0,11,0,0
12,19,11,0,0,4,0,2,12,0,0
1,4,0,0,0,0,0,0,11,0,0
3,1,1,0,0,0,0,0,1,0,0
3,4,2,0,0,0,0,0,0,0,0
7,6,5,0,0,0,0,0,6,0,0
1,11,2,0,0,0,0,2,2,0,0
4,11,9,0,0,0,0,0,1,0,0
4,3,0,0,0,0,0,0,6,0,0
1,10,2,0,0,2,0,0,1,0,0
4,2,3,0,0,0,0,0,6,0,0
8,39,7,26,0,1,0,2,1,0,0
10,4,9,0,0,0,0,0,14,0,0
11,36,10,22,0,0,0,10,0,0,0
11,3,4,0,0,0,0,0,10,0,0
1,20,0,0,0,0,0,0,9,0,0
1,1,0,0,0,0,0,0,14,0,0
8,3,1,0,0,0,0,0,9,0,0
11,0,0,0,0,0,0,0,4,0,0
3,79,23,18,0,0,0,5,6,0,0
1,56,17,0,0,8,0,6,2,0,0
4,16,11,6,0,1,0,0,3,0,0
4,15,9,0,0,0,0,0,16,0,0
8,10,0,3,0,0,3,4,10,0,0
1,51,16,0,0,4,0,4,2,0,0
4,8,4,3,0,0,0,4,5,0,0
12,10,5,4,0,2,2,0,8,0,0
1,25,9,0,0,4,2,0,6,0,0
5,26,8,0,0,2,0,2,3,0,0
12,3,1,0,0,0,0,0,10,0,1
3,0,2,0,0,0,0,0,3,0,0
13,0,1,0,0,0,0,0,16,0,0
3,5,6,2,0,0,0,2,3,0,0
3,0,5,3,0,0,3,4,16,0,0
7,8,2,4,0,0,0,1,1,0,1
12,14,4,0,0,0,0,0,6,0,0
4,6,6,3,0,0,0,0,2,0,0
1,4,0,0,0,0,0,0,7,0,0
4,18,5,9,0,0,0,3,18,0,0
1,4,0,0,0,2,0,0,8,0,0
1,1,0,0,0,0,0,0,3,0,0
8,6,4,0,0,0,0,2,0,0,0
4,1,0,0,0,0,0,0,1,0,0
8,47,24,8,0,0,0,0,4,0,0
11,1,0,0,0,0,0,0,9,0,0
1,31,9,0,0,3,0,0,11,0,0
4,26,13,15,0,0,0,0,0,0,0
8,61,56,0,0,2,0,0,4,0,0
12,1,1,0,0,0,0,0,7,0,0
8,1,4,0,0,0,0,0,3,0,0
1,1,0,0,0,0,0,0,13,0,0
7,26,33,0,0,0,0,0,10,0,0
4,0,2,0,0,0,0,0,0,0,0
3,9,2,6,0,0,0,2,4,0,0
1,13,1,0,0,0,0,0,0,0,0
3,0,2,0,0,1,1,0,8,0,0
8,5,1,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,7,0,0
8,44,19,18,0,0,3,8,5,0,1
3,14,10,0,0,0,0,0,15,0,0
11,1,0,0,0,0,0,0,2,0,0
4,1,1,0,0,0,0,0,0,0,0
1,27,8,5,0,0,0,0,10,0,0
4,10,4,0,0,0,0,0,6,0,0
8,14,5,6,0,0,0,3,10,0,0
8,63,20,14,0,1,2,4,1,0,0
3,11,2,7,0,0,0,4,7,0,0
1,21,5,0,0,0,0,0,1,0,0
12,15,8,0,0,2,2,0,0,0,0
1,27,9,0,0,2,0,2,0,0,0
8,57,32,14,0,0,0,0,2,0,0
8,7,6,12,0,0,0,3,1,0,0
4,6,4,0,0,0,0,0,1,0,0
12,2,0,0,0,0,0,0,1,0,0
1,39,9,0,0,2,0,2,12,0,0
4,1,1,0,0,0,0,0,13,0,0
12,1,0,0,0,0,0,1,9,0,0
1,4,0,0,0,2,2,0,0,0,0
4,18,5,4,0,0,0,0,14,0,0
3,2,0,0,0,0,0,0,15,0,0
8,3,2,0,0,0,0,0,0,0,0
8,105,46,12,0,5,0,5,0,0,1
3,4,10,9,0,0,0,0,5,0,0
12,16,1,0,0,0,0,0,2,0,0
3,24,17,9,0,0,0,5,16,0,0
7,89,29,4,0,4,0,0,4,0,0
3,1,2,0,0,0,0,0,11,0,0
12,9,2,0,0,2,0,0,9,0,0
8,8,3,0,0,0,0,0,9,0,0
8,78,35,8,0,3,0,5,15,0,0
9,1,0,0,0,0,0,0,6,0,0
3,11,2,4,0,0,0,0,3,0,0
1,7,5,0,0,2,0,0,2,0,0
1,9,0,0,0,0,0,0,13,0,0
12,59,34,2,0,2,0,0,0,0,0
1,18,3,0,0,2,0,0,9,0,0
3,17,5,14,0,0,0,3,0,0,0
12,16,3,0,0,0,0,0,3,0,0
13,26,32,3,0,0,0,0,2,0,0
4,17,5,0,0,0,0,0,1,0,0
5,6,0,0,0,0,0,1,8,0,0
8,55,23,0,0,2,0,0,0,0,0
8,4,9,0,0,0,0,0,3,0,0
1,5,3,0,0,0,0,0,1,0,0
8,0,1,0,0,0,0,0,11,0,0
3,5,0,0,0,0,0,0,11,0,0
8,47,38,8,0,0,0,2,2,0,0
3,6,4,0,0,0,0,0,7,0,0
8,23,14,0,0,0,0,0,0,0,0
8,70,21,8,0,0,0,2,0,0,0
8,0,0,0,0,0,0,0,10,0,0
1,71,4,4,0,4,0,5,0,0,0
1,9,1,4,0,0,0,0,0,0,0
12,19,6,4,0,2,0,0,6,0,0
4,72,13,36,0,0,0,7,1,0,1
12,35,7,4,0,0,0,0,10,0,0
1,64,15,0,0,5,0,0,4,0,0
4,1,4,0,0,0,0,0,9,0,0
12,0,1,0,0,0,0,0,1,0,0
3,8,3,2,0,0,0,2,0,0,0
3,13,7,4,0,0,0,2,0,0,0
8,11,3,5,0,2,0,1,6,0,0
8,10,8,0,0,0,0,0,0,0,0
1,25,4,0,0,2,2,0,7,0,0
3,5,6,3,0,0,0,0,14,0,0
5,62,17,0,0,10,0,2,3,0,0
11,46,19,19,0,3,1,6,0,0,0
3,51,20,41,0,1,0,7,0,0,0
3,27,1,27,0,0,3,10,0,0,0
3,26,1,14,0,0,0,4,1,0,0
4,0,1,0,0,0,0,0,4,0,0
4,16,19,11,0,0,0,0,4,0,0
4,6,1,0,0,2,0,0,2,0,0
1,51,15,0,0,6,0,0,0,0,0
11,36,5,26,0,0,0,4,9,0,0
4,17,19,0,0,1,0,4,2,0,0
1,28,6,0,0,2,0,3,11,0,0
11,23,10,13,0,0,0,8,1,0,0
1,36,21,0,0,4,0,4,3,0,0
12,60,24,3,0,10,2,8,8,0,0
10,3,19,0,0,0,0,0,0,0,0
3,23,14,9,0,1,0,1,0,0,0
3,9,1,0,0,2,0,0,0,0,0
4,8,8,4,0,0,0,0,0,0,0
3,15,5,11,0,0,0,0,0,0,0
3,20,17,4,0,0,0,0,10,0,0
11,81,57,14,0,2,0,0,5,0,0
13,69,25,16,0,2,0,5,0,0,0
5,37,12,0,0,0,0,2,0,0,0
7,69,50,0,0,6,4,4,8,0,0
1,63,13,0,0,2,0,0,2,0,0
8,6,1,0,0,0,0,0,8,0,0
8,23,2,22,0,0,0,14,2,0,0
1,60,10,3,0,6,0,2,0,0,0
12,30,5,0,0,0,0,0,1,0,0
3,44,10,30,3,0,0,4,0,0,0
8,95,39,23,0,9,0,8,0,0,1
8,107,30,16,0,5,1,6,0,0,0
4,37,13,8,0,2,0,3,3,0,0
3,13,7,4,0,0,0,0,9,0,0
3,15,10,4,0,0,0,0,3,0,0
11,31,12,10,0,0,0,6,1,0,0
4,6,4,2,0,0,0,2,1,0,0
10,6,1,0,0,0,0,0,7,0,0
3,31,8,19,0,0,0,0,5,0,0
3,5,6,0,0,0,0,0,14,0,0
4,45,19,23,0,2,0,0,12,0,0
1,57,15,0,0,2,0,0,16,0,0
4,14,16,4,0,0,0,0,15,0,0
1,47,9,0,0,8,0,1,2,0,0
11,20,8,4,0,0,0,0,0,0,0
13,63,26,7,0,1,0,3,5,0,0
4,33,12,12,0,1,0,6,3,0,0
11,59,21,11,0,2,2,0,0,0,0
1,26,5,0,0,0,0,0,1,0,0
11,63,14,25,0,1,0,10,0,0,0
11,39,18,4,0,2,0,0,11,0,0
1,49,12,0,0,2,0,2,0,0,1
7,32,20,0,0,2,0,2,2,0,0
7,94,71,11,0,2,2,2,4,0,0
13,45,32,0,0,2,0,0,0,0,0
1,13,5,0,0,0,0,0,16,0,0
3,27,12,8,0,0,0,4,4,0,0
11,11,5,0,0,0,0,0,5,0,0
3,34,11,15,3,2,1,2,0,0,0
3,28,7,10,0,0,0,4,0,0,0
12,39,12,3,0,4,0,6,0,0,0
9,81,37,4,0,0,0,2,10,0,0
4,33,18,20,0,0,0,0,3,0,0
3,53,25,25,0,0,3,4,7,0,0
4,12,9,4,0,0,0,0,11,0,0
3,52,23,24,0,0,0,4,0,0,0
3,11,10,0,0,0,0,0,8,0,0
10,1,10,0,0,0,0,0,9,0,0
12,28,21,4,0,0,0,0,1,0,0
1,15,4,0,0,0,0,0,0,0,0
8,44,19,25,0,0,0,0,1,0,0
13,29,18,4,0,0,0,0,3,0,0
1,38,9,0,0,10,0,0,5,0,0
11,82,60,20,0,2,0,5,0,0,0
1,46,12,0,0,4,2,0,0,0,0
5,72,35,6,0,2,0,2,1,0,0
12,59,27,0,0,16,0,0,0,0,1
5,31,32,0,0,5,0,0,2,0,0
9,5,13,0,0,0,0,0,9,0,0
4,23,16,3,0,0,0,6,0,0,0
9,125,31,4,0,7,0,4,12,0,0
12,53,29,3,0,0,0,3,5,0,0
8,16,1,4,0,0,0,0,9,0,0
11,74,49,16,0,0,0,4,4,0,0
11,54,31,0,0,0,0,2,9,0,0
1,26,10,3,0,0,0,0,7,0,0
3,9,8,4,0,0,0,0,0,0,0
4,19,13,7,0,0,0,0,0,0,0
3,44,9,17,0,0,0,3,0,0,0
4,20,7,0,0,0,0,0,13,0,0
5,63,46,0,0,2,2,3,0,0,0
1,12,5,0,0,0,0,0,15,0,0
12,91,42,4,0,4,2,0,4,0,0
1,56,15,4,0,5,2,0,0,0,0
1,23,6,0,0,6,3,2,8,0,0
1,13,5,0,0,0,0,0,1,0,0
3,24,7,12,0,0,0,0,0,0,0
11,2,1,0,0,0,0,0,8,0,0
13,49,19,3,0,2,3,8,6,0,0
8,64,35,18,0,0,0,4,11,0,0
11,5,7,0,0,0,0,0,9,0,0
7,76,48,13,0,2,2,1,3,0,0
5,20,7,0,0,0,0,0,0,0,0
3,13,4,2,0,0,0,0,9,0,0
7,20,12,0,0,0,0,0,7,0,0
9,20,13,0,0,0,0,2,4,0,0
3,2,1,0,0,0,0,2,13,0,0
11,32,22,4,0,1,0,0,2,0,0
1,21,7,0,0,1,1,2,9,0,0
3,29,7,7,0,2,0,5,0,0,0
3,15,15,14,0,0,0,2,4,0,0
10,12,8,0,0,1,0,0,5,0,0
9,38,16,3,0,0,0,3,3,0,0
1,26,10,0,0,5,0,0,11,0,0
1,56,8,0,0,7,3,4,5,0,0
1,41,7,0,0,6,4,0,0,0,0
1,14,1,0,0,0,0,0,12,0,0
13,8,4,0,0,0,0,0,8,0,0
1,30,6,4,0,0,0,0,2,0,0
9,48,22,3,0,0,0,0,4,0,0
1,35,2,0,0,2,0,2,10,0,0
4,75,21,25,0,1,1,4,0,0,0
3,40,10,18,0,0,0,2,7,0,0
3,50,15,28,0,0,0,0,10,0,0
12,10,2,0,0,0,0,2,3,0,0
4,6,12,0,0,0,0,0,0,0,0
4,7,0,0,0,0,0,0,1,0,0
3,60,21,36,0,0,0,7,0,0,0
11,21,11,3,0,0,0,4,9,0,0
13,35,9,4,0,2,2,0,0,0,0
3,58,25,22,0,0,0,7,17,0,0
5,60,23,4,0,10,3,1,2,0,0
13,35,31,3,0,2,0,2,0,0,0
3,2,3,0,0,0,0,0,0,0,0
1,58,19,0,0,0,0,0,2,0,0
1,4,0,0,0,2,0,0,5,0,0
10,11,12,0,0,0,0,0,0,0,0
11,34,27,10,0,0,0,4,4,0,0
8,42,19,11,0,1,0,2,5,0,0
4,34,19,0,0,0,0,0,3,0,0
4,27,17,8,0,2,0,0,0,0,0
7,1,3,0,0,0,0,0,9,0,0
1,32,17,3,0,0,3,4,3,0,0
4,17,17,8,0,0,0,0,0,0,0
4,43,40,25,0,0,0,8,0,0,0
3,43,13,26,0,2,0,5,6,0,0
4,17,3,4,0,0,0,0,0,0,0
5,7,5,0,0,0,0,0,3,0,0
3,72,28,40,0,0,1,6,0,0,1
8,27,18,4,0,0,0,0,2,0,0
11,36,9,7,0,0,0,2,4,0,0
3,7,4,4,0,0,0,0,13,0,0
11,47,44,8,0,2,0,0,8,0,0
11,32,7,0,0,0,0,2,4,0,0
1,6,0,0,0,0,0,0,9,0,0
3,25,18,8,0,0,1,3,7,0,0
1,44,7,0,0,0,0,2,2,0,0
1,31,9,0,0,3,0,1,3,0,0
3,30,10,7,0,0,0,0,0,0,0
1,57,8,4,0,4,0,2,0,0,0
1,30,9,0,0,0,0,0,4,0,0
13,8,0,0,0,2,0,0,7,0,0
4,16,17,0,0,0,0,0,4,0,0
3,11,21,0,0,0,0,0,15,0,0
10,12,14,3,0,0,0,0,0,0,0
8,64,13,28,0,0,0,2,2,0,0
12,90,24,0,0,4,2,7,10,0,1
7,60,55,0,0,0,0,2,0,0,0
3,56,25,38,0,0,0,6,1,0,0
1,41,12,0,0,9,0,0,15,0,0
8,79,23,27,0,3,0,0,0,0,0
12,41,43,0,0,0,0,2,0,0,0
9,68,50,3,3,2,0,4,8,0,0
9,45,35,0,0,3,0,0,0,0,0
5,41,13,0,0,2,0,4,5,0,0
5,41,18,4,0,2,0,2,7,0,0
8,66,15,28,0,0,2,3,4,0,0
12,59,26,0,0,6,0,4,0,0,0
13,38,17,0,0,4,0,2,13,0,0
3,26,13,12,0,0,0,4,1,0,0
1,47,5,0,0,5,0,0,0,0,0
4,6,2,0,0,0,0,0,15,0,0
1,8,2,0,0,0,0,2,1,0,0
3,44,16,19,0,1,0,8,0,0,0
10,18,20,7,0,0,0,0,0,0,0
10,34,25,16,0,0,0,3,8,0,0
5,49,7,0,0,2,0,0,8,0,0
1,49,7,3,0,2,0,0,0,0,0
5,58,9,0,0,10,0,0,0,0,0
12,58,15,0,0,8,2,2,5,0,0
13,35,16,4,0,5,0,4,4,0,0
10,7,6,0,0,0,0,0,2,0,0
9,49,25,3,0,0,0,10,4,0,0
5,1,1,0,0,0,0,0,0,0,0
12,3,2,0,0,0,0,0,5,0,0
1,9,6,0,0,0,0,0,7,0,0
7,55,12,4,0,4,0,0,0,0,0
12,2,0,0,0,0,0,0,2,0,0
5,32,10,7,0,0,0,0,9,0,0
4,21,10,14,0,0,0,2,0,0,0
8,65,38,4,0,2,0,0,0,0,0
4,6,2,0,0,0,0,0,5,0,0
12,50,13,0,0,2,0,2,0,0,0
1,1,0,0,0,0,0,0,3,0,0
1,45,14,0,0,6,0,0,14,0,0
12,5,4,0,0,0,0,0,4,0,0
12,70,46,1,0,0,0,2,2,0,0
13,1,0,0,0,0,0,0,3,0,0
1,42,2,0,0,6,0,0,0,0,0
8,16,2,11,0,0,0,4,0,0,0
3,12,13,0,0,0,1,4,7,0,0
12,1,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,2,0,0
8,9,5,4,0,0,0,0,1,0,0
4,18,4,4,0,0,0,0,11,0,0
4,1,0,0,0,0,0,0,11,0,0
1,36,6,0,0,2,0,4,13,0,0
12,52,15,4,0,2,0,0,0,0,0
5,9,5,0,0,2,0,0,2,0,0
5,56,12,6,0,0,0,5,0,0,0
11,63,8,32,0,0,0,0,11,0,0
3,81,24,57,0,0,0,4,0,0,0
8,78,66,11,0,2,0,1,3,0,0
11,40,20,20,0,1,0,2,0,0,0
12,48,24,0,0,0,0,4,0,0,0
3,5,3,0,0,0,0,0,1,0,0
4,1,0,0,0,0,0,0,4,0,0
13,13,13,0,0,0,0,0,11,0,0
7,18,27,3,0,0,0,2,5,0,0
4,16,9,0,0,0,0,0,5,0,0
3,62,28,43,0,1,3,3,0,0,0
7,21,27,0,0,4,0,0,9,0,0
1,36,21,3,0,2,0,2,1,0,0
5,4,2,3,0,0,0,0,5,0,0
12,64,19,7,4,7,1,9,1,0,0
4,72,17,44,0,0,0,4,0,0,1
4,17,8,0,0,0,0,0,1,0,0
8,31,9,9,0,0,0,3,11,0,0
12,46,31,0,0,4,0,2,0,0,0
12,41,25,0,0,0,0,2,10,0,0
1,28,4,0,0,2,0,0,5,0,0
1,12,4,0,0,0,0,0,9,0,0
1,42,16,0,0,4,2,0,10,0,0
10,8,3,0,0,0,0,0,0,0,0
5,18,8,0,0,0,0,0,7,0,0
12,120,34,10,0,10,4,4,14,0,0
1,3,0,0,0,0,0,0,4,0,0
3,42,24,24,0,2,0,4,5,0,0
3,31,18,18,0,0,0,0,0,0,0
3,21,12,7,0,2,0,2,7,0,0
11,48,12,27,0,2,0,0,16,0,0
3,12,20,6,0,0,0,0,3,0,0
3,10,2,4,0,0,0,0,3,0,0
3,3,0,0,0,0,0,0,3,0,0
10,5,11,0,0,0,0,0,4,0,0
3,17,10,4,0,0,0,0,8,0,0
7,11,6,0,0,0,0,0,1,0,0
4,1,0,0,0,0,0,0,5,0,0
12,63,42,4,0,14,2,0,0,0,0
1,6,3,0,0,2,0,0,0,0,0
1,3,1,0,0,0,0,0,16,0,0
4,69,28,29,0,0,0,2,10,0,1
4,44,22,37,0,0,0,1,5,0,0
12,56,9,0,0,4,0,0,0,0,0
1,18,4,0,0,0,0,0,9,0,0
4,29,12,9,0,0,0,1,16,0,0
3,58,17,25,0,0,0,12,2,0,0
12,50,19,0,0,10,0,4,0,0,1
3,21,15,4,0,1,0,0,3,0,0
8,32,9,20,0,0,0,6,5,0,0
11,10,3,0,0,0,0,0,0,0,0
12,47,14,0,0,4,3,2,0,0,0
4,34,22,6,0,0,0,0,1,0,0
3,44,9,22,0,1,0,4,6,0,0
1,30,2,0,0,2,0,1,4,0,0
3,50,23,17,0,0,0,7,6,0,0
1,38,15,0,0,2,0,2,3,0,0
11,64,22,0,0,0,0,0,10,0,0
4,34,30,3,0,0,0,2,0,0,1
5,16,8,0,0,0,0,0,15,0,0
9,112,57,11,0,0,0,2,7,0,0
7,52,42,7,0,2,2,0,6,0,0
12,53,24,3,0,2,0,0,0,0,0
3,70,5,40,0,0,0,13,0,0,1
4,39,23,8,0,2,0,0,10,0,0
1,38,0,0,0,4,0,2,0,0,1
3,32,11,15,0,0,0,0,1,0,0
4,127,31,68,0,0,0,12,0,1,1
4,22,13,4,0,0,0,1,13,0,0
3,26,10,17,0,0,0,9,13,0,0
3,59,15,38,0,0,0,8,0,0,0
4,31,14,12,0,0,0,0,4,0,0
1,50,16,0,0,2,0,2,12,0,0
3,24,4,12,0,1,0,0,1,0,0
4,68,16,41,0,0,0,5,3,0,0
1,52,6,3,0,6,2,0,5,0,0
3,71,34,45,0,2,0,9,11,0,1
4,63,21,26,0,1,0,3,0,0,0
13,10,7,0,0,2,0,0,1,0,0
3,54,12,30,0,1,2,15,0,0,0
8,38,14,3,0,0,0,2,1,0,0
8,26,20,8,0,0,0,0,3,0,0
3,35,14,17,0,1,0,0,8,0,0
8,13,7,0,0,0,0,0,2,0,0
5,12,6,0,0,2,0,2,13,0,0
12,62,24,0,0,6,0,0,11,0,0
4,1,2,0,0,0,0,0,4,0,0
4,15,12,9,0,0,0,3,15,0,0
3,1,1,0,0,0,0,0,5,0,0
7,15,2,4,0,0,0,2,3,0,0
8,83,32,0,0,0,0,0,10,0,0
3,50,9,30,0,4,2,4,0,0,0
3,58,25,30,0,0,0,0,7,0,0
1,12,4,0,0,0,0,0,4,0,0
8,25,11,0,0,0,0,2,0,0,0
3,41,16,19,0,1,3,6,0,0,0
