player_id,player_name,position,season,team,solo_tackle,assist_tackle,sack,safety,interception,def_touchdown,fumble_forced,games_played_season
00-0028108,Mistral Raymond,SS,2013,MIN,9,6,0,0,0,0,0,10
00-0028111,Byron Maxwell,CB,2013,SEA,29,6,0,0,9,0,2,0
00-0028122,David Carter,DE,2013,DAL,0,1,0,0,0,0,0,1
00-0028128,Colin Jones,S,2013,CAR,1,0,0,0,0,0,0,4
00-0028133,J.T. Thomas,OLB,2013,JAX,14,5,2,0,0,0,4,6
00-0028137,Jerrell Powe,DT,2013,KC,4,1,4,0,0,0,0,8
00-0028140,Jacquian Williams,OLB,2013,NYG,27,30,0,0,0,0,0,7
00-0028144,Justin Rogers,CB,2013,BUF,18,8,0,0,2,0,0,5
00-0028168,Cliff Matthews,DE,2013,ATL,5,8,0,0,0,0,0,4
00-0028169,Frank Kearse,DE,2013,DAL,1,0,0,0,0,0,0,7
00-0028171,Lawrence Guy,DT,2013,IND,4,1,1,0,0,0,1,0
00-0028171,Lawrence Guy,DT,2013,LAC,5,12,0,0,1,1,0,0
00-0028172,Andrew Gachkar,OLB,2013,LAC,17,8,0,0,0,0,2,1
00-0028173,Jimmy Wilson,SS,2013,MIA,35,4,0,0,4,0,2,3
00-0028180,Malcolm Smith,LB,2013,SEA,36,23,6,0,4,2,4,0
00-0028189,Tommie Campbell,CB,2013,TEN,3,0,0,0,0,0,0,1
00-0028191,Chris Neild,DT,2013,WAS,6,2,0,0,0,0,0,1
00-0028192,Cheta Ozougwu,OLB,2013,CHI,3,0,2,0,0,0,3,3
00-0028211,Mario Harvey,LB,2013,IND,8,3,0,0,0,0,0,11
00-0028224,Chris Harris,CB,2013,DEN,68,9,0,0,6,0,1,0
00-0028241,Ian Williams,NT,2013,SF,1,0,0,0,0,0,0,5
00-0028251,Jeff Tarpinian,ILB,2013,HOU,13,12,3,0,0,0,1,7
00-0028256,Sealver Siliga,DT,2013,NE,16,14,10,0,0,0,3,0
00-0028278,Josh Bynes,LB,2013,BAL,16,26,0,0,0,0,0,3
00-0028334,Darrin Walls,CB,2013,NYJ,17,2,0,0,0,0,0,5
00-0028339,Mario Addison,DE,2013,CAR,10,14,13,0,0,0,2,0
00-0028349,Jordan Miller,DT,2013,JAX,2,0,0,0,0,0,0,1
00-0028368,Spencer Paysinger,OLB,2013,NYG,44,24,3,0,0,0,1,7
00-0028381,Julian Posey,DB,2013,CLE,6,3,4,0,0,0,0,8
00-0028424,Cedric Thornton,DT,2013,PHI,51,19,4,3,0,0,2,0
00-0028441,Jeron Johnson,S,2013,SEA,1,1,0,0,0,0,0,6
00-0028443,Michael Morgan,OLB,2013,SEA,3,2,0,0,0,0,0,12
00-0028445,Ron Parker,S,2013,KC,12,0,2,0,4,0,3,13
00-0028454,Jonathan Freeny,LB,2013,MIA,2,1,0,0,0,0,0,1
00-0028479,Demarcus Dobbs,DE,2013,SF,4,8,1,0,0,0,0,0
00-0028564,Isa Abdul-Quddus,FS,2013,NO,6,1,0,0,0,0,0,8
00-0028575,Bront Bird,ILB,2013,LAC,6,15,0,0,0,0,0,0
00-0028598,M.D. Jennings,FS,2013,GB,44,30,4,0,0,0,0,0
00-0028600,Jamari Lattimore,ILB,2013,GB,26,12,7,0,0,0,2,7
00-0028601,Brandian Ross,SS,2013,LV,54,24,7,0,0,0,2,2
00-0028620,Mark Herzlich,LB,2013,NYG,20,11,0,0,0,0,0,9
00-0028650,Joe Young,SS,2013,IND,1,0,0,0,0,0,0,8
00-0028694,James Dockery,CB,2013,CAR,3,0,0,0,0,0,0,6
00-0028707,Corbin Bryant,DT,2013,BUF,10,10,4,0,0,0,0,4
00-0028742,Thomas Keiser,OLB,2013,LAC,30,8,19,0,2,0,0,6
00-0028767,Sterling Moore,CB,2013,DAL,6,0,0,0,2,0,0,12
00-0028830,Isaako Aaitui,DT,2013,MIA,1,2,0,0,0,0,0,5
00-0028834,Craig Robertson,LB,2013,CLE,65,30,9,0,3,0,2,4
00-0028836,Michael Wilhoite,MLB,2013,SF,20,3,0,0,0,0,0,0
00-0028870,Quinton Pointer,CB,2013,LA,1,0,0,0,0,0,0,11
00-0028878,Matt Conrath,DE,2013,LA,7,2,3,0,0,0,0,12
00-0028895,Delano Howell,FS,2013,IND,14,5,0,0,0,0,0,1
00-0028899,Rodney McLeod,S,2013,LA,64,18,0,0,4,0,2,5
00-0028908,Michael Thomas,S,2013,MIA,2,0,0,0,2,0,0,12
00-0028912,Vontaze Burfict,LB,2013,CIN,125,64,11,0,2,2,3,0
00-0028924,Tashaun Gipson,S,2013,CLE,74,32,0,0,11,2,0,13
00-0028942,Duke Ihenacho,SS,2013,DEN,53,20,0,0,0,0,6,0
00-0028943,Steven Johnson,ILB,2013,DEN,1,0,0,0,0,0,0,11
00-0028954,Robert Golden,SS,2013,PIT,1,0,0,0,0,0,0,14
00-0028978,Adrian Robinson,OLB,2013,DEN,0,2,0,0,0,0,0,1
00-0029030,Micah Pellerin,CB,2013,DAL,1,0,0,0,0,0,0,11
00-0029038,Marcus Dowtin,OLB,2013,BUF,1,1,1,0,0,0,1,8
00-0029040,Damon Harrison,DT,2013,NYJ,41,34,4,0,0,0,0,5
00-0029053,Ryan Davis,LB,2013,JAX,10,0,6,0,2,0,2,11
00-0029060,J.K. Schaffer,LB,2013,CIN,0,1,0,0,0,0,0,7
00-0029067,Chase Baker,DT,2013,MIN,0,4,0,0,0,0,0,2
00-0029087,Leonard Johnson,CB,2013,TB,46,16,0,0,3,2,2,11
00-0029107,Kelcie McCray,S,2013,TB,4,4,0,0,1,0,0,9
00-0029111,Derrick Shelby,DE,2013,MIA,23,14,7,0,0,0,6,5
00-0029130,Dezman Moses,OLB,2013,KC,1,0,0,0,0,0,0,5
00-0029138,Alameda Ta'amu,DT,2013,ARI,5,4,0,0,0,0,0,1
00-0029142,Winston Guy,SS,2013,JAX,20,6,3,0,0,0,4,3
00-0029143,Josh Bush,SS,2013,NYJ,7,2,0,0,0,0,2,7
00-0029146,JR Sweezy,DE,2013,TB,0,1,0,0,1,0,0,7
00-0029165,Tony Jerod-Eddie,DT,2013,SF,21,12,0,0,2,0,0,0
00-0029170,Jose Gumbs,SS,2013,WAS,6,0,0,0,2,0,0,6
00-0029193,Bruce Irvin,DE,2013,SEA,40,10,7,0,3,0,4,0
00-0029201,Sean Richardson,SS,2013,GB,6,4,0,0,0,0,0,0
00-0029208,Tyrunn Walker,DE,2013,NO,7,5,4,0,0,0,0,6
00-0029211,Jerron McMillian,SS,2013,GB,12,2,0,0,0,0,0,7
00-0029213,Chris Greenwood,CB,2013,DET,6,0,0,0,0,0,0,2
00-0029214,Shaun Prater,CB,2013,MIN,7,2,0,0,2,0,1,12
00-0029215,George Iloka,S,2013,CIN,39,29,0,0,2,0,4,0
00-0029216,Jonte Green,CB,2013,DET,5,3,0,0,0,0,0,9
00-0029240,Marcus Forston,DT,2013,NE,4,1,0,0,0,0,0,12
00-0029248,Luke Kuechly,LB,2013,CAR,107,71,8,0,8,0,0,0
00-0029249,Melvin Ingram,DE,2013,LAC,2,8,2,0,0,0,4,0
00-0029250,Shea McClellin,OLB,2013,CHI,28,21,17,0,0,0,0,15
00-0029252,Courtney Upshaw,DE,2013,BAL,23,15,7,0,1,0,0,3
00-0029255,Bobby Wagner,LB,2013,SEA,78,60,19,0,4,0,2,0
00-0029256,Kendall Reyes,DE,2013,LAC,30,19,20,0,0,0,0,0
00-0029257,Jerel Worthy,DT,2013,GB,0,1,0,0,0,0,0,8
00-0029258,Devon Still,DE,2013,CIN,2,5,0,0,0,0,0,3
00-0029261,Casey Hayward,CB,2013,GB,4,4,0,0,0,0,0,3
00-0029265,Dwight Bentley,CB,2013,DET,19,13,0,0,0,0,0,7
00-0029266,John Hughes,DT,2013,CLE,19,19,4,0,0,0,0,5
00-0029267,Jayron Hosley,CB,2013,NYG,4,3,0,0,0,0,0,5
00-0029270,Frank Alexander,DE,2013,CAR,12,6,4,0,0,0,0,7
00-0029272,Nigel Bradham,LB,2013,BUF,12,27,2,0,0,0,2,13
00-0029277,Jaye Howard,DE,2013,KC,4,2,0,0,0,0,0,0
00-0029279,James-Michael Johnson,OLB,2013,KC,9,3,4,0,0,0,2,8
00-0029280,Ron Brooks,CB,2013,BUF,3,1,0,0,0,0,0,12
00-0029284,Mike Daniels,DT,2013,GB,38,11,26,0,0,0,2,0
00-0029285,Josh Norman,CB,2013,CAR,4,1,0,0,0,0,0,9
00-0029287,Tank Carder,ILB,2013,CLE,6,5,0,0,0,0,0,16
00-0029295,Jeremy Lane,CB,2013,SEA,10,3,0,0,0,0,0,0
00-0029297,Trenton Robinson,FS,2013,WAS,1,1,0,0,0,0,0,16
00-0029299,Isaiah Frey,CB,2013,CHI,37,10,0,0,0,0,0,7
00-0029303,Billy Winn,DE,2013,CLE,28,5,8,0,0,1,2,2
00-0029309,DeAngelo Tyson,DE,2013,BAL,17,1,8,0,2,0,0,4
00-0029310,Cam Johnson,DE,2013,IND,1,0,0,0,0,0,0,2
00-0029312,Markus Kuhn,DT,2013,NYG,1,0,0,0,0,0,0,8
00-0029314,Trevin Wade,CB,2013,NO,0,0,0,0,0,0,0,0
00-0029378,Ishmaa'ily Kitchen,DT,2013,CLE,6,13,0,0,0,0,0,8
00-0029407,Will Hill,SS,2013,NYG,48,21,0,0,4,2,4,17
00-0029408,Nick Perry,LB,2013,GB,24,10,11,0,0,2,10,0
00-0029409,Mychal Kendricks,LB,2013,PHI,95,33,15,0,6,0,6,0
00-0029410,Tavon Wilson,S,2013,NE,1,0,0,0,2,2,0,5
00-0029412,Vinny Curry,DE,2013,PHI,29,6,16,0,0,0,0,0
00-0029416,Brandon Boykin,CB,2013,PHI,48,4,0,0,12,2,4,1
00-0029417,Jared Crick,DE,2013,HOU,13,9,0,0,0,0,0,8
00-0029418,Najee Goode,LB,2013,PHI,12,4,4,0,0,0,0,12
00-0029422,Keith Tandy,S,2013,TB,32,11,0,0,6,0,2,8
00-0029428,Emmanuel Acho,ILB,2013,PHI,1,1,0,0,0,0,0,5
00-0029430,Travian Robertson,DT,2013,ATL,2,0,0,0,0,0,0,16
00-0029508,Hebron Fangupo,DT,2013,PIT,0,1,0,0,0,0,0,6
00-0029520,Eddie Pleasant,S,2013,HOU,11,2,0,0,0,0,0,7
00-0029529,Coty Sensabaugh,CB,2013,TEN,22,6,0,0,0,0,0,4
00-0029542,Stephon Gilmore,CB,2013,BUF,31,6,0,0,4,0,0,14
00-0029544,Mike Martin,DT,2013,TEN,14,6,4,0,0,0,0,12
00-0029553,Antonio Allen,FS,2013,NYJ,44,21,4,0,2,2,0,1
00-0029559,Quinton Coples,DE,2013,NYJ,46,20,19,0,0,0,3,11
00-0029560,Dre Kirkpatrick,CB,2013,CIN,28,7,4,0,7,2,0,0
00-0029562,Lavonte David,LB,2013,TB,131,59,30,3,10,0,4,4
00-0029563,Omar Bolden,FS,2013,DEN,8,3,0,0,0,0,0,9
00-0029566,Zach Brown,LB,2013,TEN,89,21,16,0,2,0,4,11
00-0029568,Malik Jackson,DT,2013,DEN,53,17,26,0,0,0,2,0
00-0029574,Josh Chapman,NT,2013,IND,9,6,0,0,0,0,0,0
00-0029575,Robert Blanton,S,2013,MIN,26,24,0,0,0,0,0,12
00-0029577,Danny Trevathan,LB,2013,DEN,91,52,8,0,8,0,4,0
00-0029578,Audie Cole,MLB,2013,MIN,29,19,4,0,0,0,0,1
00-0029585,Chandler Jones,DE,2013,NE,74,47,47,0,0,0,3,0
00-0029586,Derek Wolfe,DE,2013,DEN,22,9,18,0,0,0,2,6
00-0029596,Alfonzo Dennard,CB,2013,NE,35,7,0,0,2,0,0,0
00-0029600,Andre Branch,DE,2013,JAX,53,7,24,0,0,0,0,1
00-0029606,Harrison Smith,S,2013,MIN,50,10,0,0,4,0,0,8
00-0029607,Demario Davis,LB,2013,NYJ,70,42,4,0,2,0,0,6
00-0029610,Mike Harris,CB,2013,JAX,27,7,0,0,0,0,0,1
00-0029617,Jonathan Massaquoi,OLB,2013,ATL,37,23,18,0,0,0,0,9
00-0029620,Brandon Marshall,LB,2013,DEN,1,0,0,0,0,0,0,2
00-0029622,Jeris Pendleton,DT,2013,IND,1,1,0,0,0,0,0,0
00-0029627,Jack Crawford,DE,2013,LV,5,7,0,0,0,0,0,8
00-0029628,Christo Bilukidi,DT,2013,LV,8,0,4,0,0,0,0,4
00-0029630,Michael Brockers,DT,2013,LA,50,16,22,0,0,0,4,7
00-0029631,Miles Burris,MLB,2013,LV,2,1,0,0,0,0,0,1
00-0029643,Whitney Mercilus,DE,2013,HOU,47,24,29,0,0,0,0,16
00-0029646,Jake Bequette,DE,2013,NE,0,0,0,0,0,0,0,6
00-0029647,Kyle Wilber,LB,2013,DAL,35,17,9,0,0,1,7,7
00-0029653,Fletcher Cox,DT,2013,PHI,37,16,12,0,2,0,0,0
00-0029657,Akiem Hicks,DT,2013,NO,44,30,21,0,0,0,2,0
00-0029658,Corey White,CB,2013,NO,28,12,0,0,2,0,0,0
00-0029669,Dont'a Hightower,LB,2013,NE,61,44,4,0,1,0,1,0
00-0029670,Mark Barron,LB,2013,TB,67,32,10,0,4,0,0,12
00-0029676,Morris Claiborne,CB,2013,DAL,26,2,0,0,2,0,0,13
00-0029681,Janoris Jenkins,CB,2013,LA,58,6,3,0,2,0,0,9
00-0029684,Brandon Thompson,DT,2013,CIN,18,11,7,0,0,0,0,0
00-0029688,Dontari Poe,DT,2013,KC,53,13,19,0,0,0,0,0
00-0029690,Trumaine Johnson,CB,2013,LA,57,16,0,0,6,0,2,16
00-0029691,Josh Robinson,CB,2013,MIN,46,12,0,0,0,0,2,10
00-0029693,Olivier Vernon,DE,2013,MIA,74,21,46,0,0,0,0,8
00-0029735,Jason Vega,DE,2013,DAL,1,0,0,0,0,0,0,6
00-0029744,Josh McNary,ILB,2013,IND,11,2,0,0,0,0,0,0
00-0029747,Chris Banjo,S,2013,GB,9,3,0,0,0,0,0,3
00-0029754,Shelton Johnson,DB,2013,LV,1,0,0,0,0,0,0,2
00-0029770,Joplo Bartu,ILB,2013,ATL,59,45,16,0,0,0,0,3
00-0029792,Paul Worrilow,LB,2013,ATL,77,57,6,0,0,0,0,10
00-0029815,Jayson DiManche,OLB,2013,CIN,1,3,0,0,0,0,0,7
00-0029882,N/A,N/A,2013,SEA,1,0,0,0,0,0,0,13
00-0029888,Darryl Morris,CB,2013,SF,0,1,0,0,0,0,0,0
00-0029927,Darius Eubanks,LB,2013,CLE,5,4,0,0,0,0,0,5
00-0029945,Paul Hazel,OLB,2013,CLE,0,0,0,0,0,0,0,13
00-0029946,Abry Jones,DT,2013,JAX,8,3,3,0,0,0,0,1
00-0029955,LaRoy Reynolds,LB,2013,JAX,7,2,0,0,0,0,0,10
00-0029974,Keelan Johnson,S,2013,PHI,1,0,0,0,0,0,0,10
00-0030001,Joe Vellano,DT,2013,NE,26,36,8,0,0,0,0,0
00-0030027,Khaseem Greene,OLB,2013,CHI,22,7,0,0,2,0,2,10
00-0030032,Ka'Lial Glaud,LB,2013,TB,1,0,0,0,0,0,0,11
00-0030033,Terence Garvin,LB,2013,PIT,1,1,0,0,0,0,0,10
00-0030041,Nickell Robey,CB,2013,BUF,37,17,13,0,2,2,2,6
00-0030048,Cornelius Washington,DE,2013,CHI,2,0,0,0,0,0,0,2
00-0030050,Ray-Ray Armstrong,LB,2013,LA,3,0,0,0,0,0,0,10
00-0030052,Gerald Rivers,OLB,2013,LA,1,0,0,0,0,0,0,8
00-0030059,Ezekiel Ansah,DE,2013,DET,40,17,32,0,0,0,5,3
00-0030060,Kenny Vaccaro,S,2013,NO,66,20,4,0,3,0,2,9
00-0030062,Darius Slay,CB,2013,DET,24,7,0,0,1,0,0,5
00-0030063,Johnathan Hankins,DT,2013,NYG,8,11,0,0,0,0,0,8
00-0030064,Jon Bostic,LB,2013,CHI,51,15,8,0,2,0,0,1
00-0030069,Damontre Moore,DE,2013,NYG,4,3,0,0,0,0,0,4
00-0030070,John Jenkins,DT,2013,NO,14,9,0,0,0,0,0,0
00-0030072,Jordan Hill,DT,2013,SEA,8,5,9,0,0,0,0,8
00-0030073,Duke Williams,SS,2013,BUF,2,1,0,0,0,0,0,2
00-0030079,Devin Taylor,DE,2013,DET,15,8,8,0,0,0,7,6
00-0030080,Earl Wolff,SS,2013,PHI,35,9,0,0,2,0,0,6
00-0030082,Montori Hughes,DT,2013,IND,4,2,0,0,0,0,0,7
00-0030088,Quinton Dial,NT,2013,SF,1,0,0,0,0,0,0,14
00-0030090,Micah Hyde,S,2013,GB,33,17,2,0,0,0,3,0
00-0030093,Josh Boyd,DT,2013,GB,6,1,0,0,0,0,0,8
00-0030100,Nick Moody,ILB,2013,SF,1,0,0,0,0,0,0,13
00-0030102,DeVonte Holloman,ILB,2013,DAL,16,14,8,0,0,0,0,5
00-0030104,Nate Palmer,LB,2013,GB,9,9,0,0,0,0,0,10
00-0030106,Chris Jones,DT,2013,NE,43,33,28,0,0,0,2,0
00-0030109,Mike Catapano,OLB,2013,KC,6,1,4,0,0,0,0,8
00-0030114,Jordan Poyer,S,2013,CLE,12,1,0,0,0,0,0,4
00-0030114,Jordan Poyer,S,2013,PHI,1,1,0,0,0,0,0,4
00-0030118,Ty Powell,OLB,2013,BUF,0,3,0,0,0,0,0,1
00-0030127,Marcus Cooper,CB,2013,KC,42,5,0,0,6,1,2,0
00-0030131,Andy Mulumba,OLB,2013,GB,15,12,4,0,0,0,0,0
00-0030132,Stefan Charles,DT,2013,BUF,12,4,4,0,0,0,2,15
00-0030143,Jake Knott,ILB,2013,PHI,2,1,0,0,0,0,0,8
00-0030148,Damion Square,DT,2013,PHI,5,0,0,0,0,0,0,0
00-0030160,Josh Martin,LB,2013,KC,7,2,0,0,0,0,0,9
00-0030164,Troy Davis,LB,2013,NYJ,0,1,0,0,0,0,0,5
00-0030194,Jakar Hamilton,S,2013,DAL,1,1,0,0,0,0,0,3
00-0030196,Jeff Heath,S,2013,DAL,38,17,0,0,2,0,2,8
00-0030198,Cameron Lawrence,OLB,2013,DAL,2,0,0,0,0,0,0,3
00-0030210,John Lotulelei,MLB,2013,JAX,6,2,0,0,0,0,0,10
00-0030210,John Lotulelei,MLB,2013,SEA,0,2,0,0,0,0,0,10
00-0030215,Glenn Foster,DE,2013,NO,15,3,12,0,1,0,0,8
00-0030219,Eric Martin,MLB,2013,CLE,2,2,0,0,0,0,0,6
00-0030222,Kevin Reddick,ILB,2013,NO,1,0,0,0,0,0,0,8
00-0030224,Rod Sweeting,CB,2013,NO,1,0,0,0,0,0,0,0
00-0030235,Willie Jefferson,OLB,2013,HOU,1,1,0,0,0,0,0,4
00-0030246,Justin Tuggle,ILB,2013,HOU,2,1,0,0,0,0,0,4
00-0030251,Wes Horton,DE,2013,CAR,11,3,8,0,0,0,0,16
00-0030254,Robert Lester,S,2013,CAR,14,4,0,0,6,0,0,4
00-0030259,Melvin White,CB,2013,CAR,40,8,0,0,4,2,2,0
00-0030277,Christian Tupou,DT,2013,CHI,1,2,0,0,0,0,0,4
00-0030278,Manti Te'o,LB,2013,LAC,38,29,0,0,0,0,0,0
00-0030286,Tourek Williams,OLB,2013,LAC,7,4,2,0,0,0,3,16
00-0030289,Bacarri Rambo,SS,2013,WAS,31,11,4,0,0,0,0,2
00-0030294,Tony Jefferson,S,2013,ARI,15,5,0,0,1,0,0,2
00-0030309,Kenny Demens,ILB,2013,ARI,2,0,0,0,0,0,0,9
00-0030312,Jahleel Addae,S,2013,LAC,27,6,4,0,0,0,0,0
00-0030318,Kwame Geathers,DT,2013,LAC,1,3,0,0,0,0,0,2
00-0030371,Ryan Robinson,DE,2013,LV,1,1,0,0,0,0,0,13
00-0030380,Benson Mayowa,DE,2013,SEA,1,1,0,0,0,0,0,1
00-0030383,Duron Harmon,S,2013,NE,26,7,0,0,4,0,0,5
00-0030384,Jelani Jenkins,OLB,2013,MIA,11,1,0,0,0,0,0,1
00-0030386,William Gholston,DT,2013,TB,18,22,10,0,0,0,0,1
00-0030387,Steven Means,DE,2013,TB,4,2,0,0,0,0,0,12
00-0030392,Michael Mauti,MLB,2013,MIN,1,1,0,0,0,0,0,10
00-0030401,Kiko Alonso,LB,2013,BUF,80,101,7,0,8,1,4,2
00-0030402,Akeem Spence,DT,2013,TB,16,17,4,0,0,0,0,1
00-0030403,B.W. Webb,CB,2013,DAL,8,4,0,0,0,0,0,2
00-0030411,Logan Ryan,S,2013,NE,39,9,6,0,10,2,4,0
00-0030412,Shamarko Thomas,S,2013,PIT,13,9,0,0,0,0,0,15
00-0030420,David Amerson,CB,2013,WAS,40,11,0,0,5,2,2,5
00-0030421,Jamie Collins,LB,2013,NE,24,17,2,0,0,0,0,0
00-0030424,Malliciah Goodman,DE,2013,ATL,5,4,0,0,0,0,0,11
00-0030425,Stansly Maponga,DE,2013,ATL,2,3,0,0,0,0,0,15
00-0030426,Steve Beauharnais,ILB,2013,NE,0,1,0,0,0,0,0,11
00-0030428,Zeke Motta,SS,2013,ATL,7,5,0,0,0,0,0,14
00-0030434,Vince Williams,LB,2013,PIT,39,18,0,0,0,0,0,10
00-0030448,Kawann Short,DT,2013,CAR,27,16,7,0,1,0,2,0
00-0030449,Margus Hunt,DT,2013,CIN,1,4,3,0,0,0,0,12
00-0030451,Demetrius McCray,CB,2013,JAX,3,2,0,0,0,0,0,6
00-0030455,Star Lotulelei,DT,2013,CAR,46,12,12,0,0,0,0,0
00-0030458,Arthur Brown,OLB,2013,BAL,8,6,3,0,0,0,2,2
00-0030459,Tyrann Mathieu,S,2013,ARI,75,3,4,0,4,0,2,14
00-0030462,Sanders Commings,CB,2013,KC,1,0,0,0,0,0,0,11
00-0030463,A.J. Klein,LB,2013,CAR,24,2,8,0,0,0,0,1
00-0030468,Caesar Rayford,DE,2013,DAL,2,3,0,0,0,0,0,3
00-0030469,Johnthan Banks,CB,2013,TB,47,11,0,0,6,0,0,9
00-0030471,Shawn Williams,S,2013,CIN,1,1,0,0,0,0,0,14
00-0030475,Michael Buchanan,DE,2013,NE,11,0,8,0,0,0,0,9
00-0030484,Jamar Taylor,CB,2013,MIA,1,0,0,0,0,0,0,8
00-0030488,Lavar Edwards,LB,2013,TEN,6,4,0,0,0,0,0,11
00-0030491,Daimion Stafford,SS,2013,TEN,1,0,0,0,0,0,0,5
00-0030499,Jarvis Jones,OLB,2013,PIT,30,13,4,0,1,0,0,4
00-0030502,Zaviar Gooden,OLB,2013,TEN,4,3,0,0,0,0,0,7
00-0030507,Bennie Logan,DT,2013,PHI,29,8,11,0,1,0,2,0
00-0030508,Nico Johnson,ILB,2013,KC,5,2,0,0,0,0,0,8
00-0030511,Brandon Williams,DT,2013,BAL,7,3,4,0,0,0,0,1
00-0030515,Stacy McGee,DT,2013,LV,19,9,3,0,1,0,0,14
00-0030517,David Bass,LB,2013,CHI,21,9,4,0,2,2,0,5
00-0030518,Corey Lemonier,DE,2013,SF,14,2,5,5,0,0,2,4
00-0030519,Will Davis,CB,2013,MIA,8,0,0,0,0,0,0,18
00-0030523,Kayvon Webster,CB,2013,DEN,37,4,0,0,2,0,2,9
00-0030527,Alec Ogletree,LB,2013,LA,104,31,6,0,3,2,14,1
00-0030528,Robert Alford,CB,2013,ATL,27,13,0,0,4,0,2,14
00-0030529,Sio Moore,ILB,2013,LV,38,25,18,0,0,0,5,5
00-0030530,T.J. McDonald,S,2013,LA,50,11,4,0,2,0,0,14
00-0030535,Brandon McGee,CB,2013,LA,8,1,0,0,0,0,0,2
00-0030538,Johnathan Cyprien,S,2013,JAX,85,18,3,0,2,0,7,9
00-0030539,Dwayne Gratz,CB,2013,JAX,29,7,0,0,4,0,0,7
00-0030541,Blidi Wreh-Wilson,CB,2013,TEN,7,2,0,0,0,0,2,2
00-0030543,J.J. Wilcox,S,2013,DAL,18,15,0,0,0,0,0,1
00-0030548,Eric Reid,S,2013,SF,59,17,0,0,9,1,0,0
00-0030553,Armonty Bryant,DE,2013,CLE,14,4,8,0,0,0,0,2
00-0030555,Dion Jordan,DE,2013,MIA,24,6,9,0,2,1,2,3
00-0030556,Leon McFadden,CB,2013,CLE,10,6,0,0,0,0,0,11
00-0030557,Josh Evans,SS,2013,JAX,43,11,0,0,0,0,0,9
00-0030558,Barkevious Mingo,LB,2013,CLE,47,13,20,0,0,0,0,2
00-0030559,Matt Elam,SS,2013,BAL,59,25,0,0,3,0,1,7
00-0030562,Desmond Trufant,CB,2013,ATL,59,15,0,0,4,0,2,2
00-0030563,Bjoern Werner,OLB,2013,IND,20,5,11,0,0,0,0,0
00-0030566,D.J. Swearinger,S,2013,HOU,51,21,0,0,2,0,2,5
00-0030572,D.J. Hayden,CB,2013,LV,21,3,0,0,2,0,2,5
00-0030573,Sheldon Richardson,DT,2013,NYJ,56,42,16,0,0,0,3,11
00-0030574,Sharrif Floyd,DT,2013,MIN,17,13,10,0,1,0,3,3
00-0030575,Xavier Rhodes,CB,2013,MIN,36,12,0,0,0,0,2,15
00-0030576,Datone Jones,DE,2013,GB,16,5,15,0,0,0,0,5
00-0030577,Sylvester Williams,DT,2013,DEN,19,10,9,0,0,0,2,0
00-0030592,Dee Milliner,CB,2013,NYJ,48,15,0,0,6,0,0,6
00-0018227,Charles Woodson,FS,2014,LV,89,38,4,0,8,0,0,3
00-0020515,Ryan Pickett,DT,2014,HOU,10,10,0,0,0,0,0,1
00-0020535,Justin Smith,DE,2014,SF,44,19,19,0,1,0,7,2
00-0020712,James Harrison,OLB,2014,PIT,40,27,22,0,0,0,3,0
00-0020840,Ryan Clark,FS,2014,WAS,65,44,3,0,2,0,3,12
00-0021140,Julius Peppers,DE,2014,GB,46,20,26,0,5,4,13,0
00-0021146,Dwight Freeney,DE,2014,LAC,11,10,14,0,0,2,2,7
00-0021246,Larry Foote,ILB,2014,ARI,70,24,8,0,2,0,0,0
00-0021344,Brett Keisel,DE,2014,PIT,8,13,2,0,2,0,0,2
00-0021577,Chris Clemons,DE,2014,JAX,47,9,25,0,0,0,10,3
00-0021684,Colin Cole,DT,2014,CAR,16,16,0,0,0,0,0,0
00-0021706,Cullen Jenkins,DT,2014,NYG,13,10,4,0,0,0,0,5
00-0021891,Ivan Taylor,CB,2014,PIT,11,5,0,0,0,0,0,5
00-0021977,Osi Umenyiora,DE,2014,ATL,17,6,11,0,0,0,0,10
00-0021998,Cory Redding,DT,2014,IND,37,17,15,0,0,0,0,0
00-0022045,Terence Newman,CB,2014,CIN,48,25,0,0,2,0,0,0
00-0022073,Kevin Williams,DT,2014,SEA,32,14,12,0,0,0,0,0
00-0022080,Rashean Mathis,CB,2014,DET,41,10,0,0,2,2,2,0
00-0022119,Troy Polamalu,SS,2014,PIT,42,24,2,0,0,0,3,0
00-0022120,Calvin Pace,OLB,2014,NYJ,30,33,24,0,0,0,2,2
00-0022123,Charles Tillman,CB,2014,CHI,8,0,0,0,0,0,0,3
00-0022128,Lance Briggs,OLB,2014,CHI,25,13,0,0,2,0,2,2
00-0022139,Jarret Johnson,OLB,2014,LAC,32,28,4,0,0,0,3,8
00-0022161,Terrell Suggs,LB,2014,BAL,73,33,55,5,0,0,2,0
00-0022247,Mike Adams,S,2014,IND,69,25,0,0,10,0,4,0
00-0022341,George Wilson,FS,2014,TEN,58,19,2,0,2,0,0,7
00-0022539,Tommy Kelly,DT,2014,ARI,32,13,4,0,2,0,0,0
00-0022695,Jason Babin,OLB,2014,NYJ,25,13,8,0,1,0,0,9
00-0022712,Vince Wilfork,NT,2014,NE,23,28,2,0,2,0,2,0
00-0022723,Shaun Phillips,OLB,2014,IND,4,1,0,0,0,0,0,0
00-0022723,Shaun Phillips,OLB,2014,TEN,19,7,8,0,0,0,0,0
00-0022740,Jared Allen,DE,2014,CHI,58,25,21,0,0,0,6,7
