player_id,player_name,position,season,team,solo_tackle,assist_tackle,sack,safety,interception,def_touchdown,fumble_forced,games_played_season
00-0029249,Melvin Ingram,DE,2020,LAC,7,6,0,0,2,0,0,4
00-0029255,Bobby Wagner,LB,2020,SEA,94,62,12,0,0,0,1,0
00-0029261,Casey Hayward,CB,2020,LAC,38,5,0,0,2,0,0,3
00-0029284,Mike Daniels,DT,2020,CIN,6,12,0,0,0,0,0,12
00-0029285,Josh Norman,CB,2020,BUF,16,11,0,0,2,2,2,0
00-0029303,Billy Winn,DE,2020,GB,3,4,0,0,1,0,1,2
00-0029410,Tavon Wilson,S,2020,IND,18,4,0,0,0,0,0,16
00-0029412,Vinny Curry,DE,2020,PHI,21,9,14,0,1,0,0,7
00-0029542,Stephon Gilmore,CB,2020,NE,28,10,0,0,2,0,2,7
00-0029560,Dre Kirkpatrick,CB,2020,ARI,57,3,0,0,6,0,0,2
00-0029562,Lavonte David,LB,2020,TB,92,43,7,0,2,0,6,0
00-0029568,Malik Jackson,DT,2020,PHI,29,16,11,0,0,0,0,1
00-0029570,Nate Ebner,S,2020,NYG,2,0,0,0,0,0,0,13
00-0029577,Danny Trevathan,LB,2020,CHI,70,50,4,0,1,0,2,0
00-0029585,Chandler Jones,DE,2020,ARI,8,8,4,0,0,0,0,3
00-0029586,Derek Wolfe,DE,2020,BAL,23,38,4,0,0,0,0,0
00-0029606,Harrison Smith,S,2020,MIN,59,43,3,0,11,0,0,6
00-0029607,Demario Davis,LB,2020,NO,92,46,16,0,0,0,0,0
00-0029627,Jack Crawford,DE,2020,TEN,25,15,8,0,1,0,2,7
00-0029630,Michael Brockers,DT,2020,LA,36,32,21,0,0,0,1,0
00-0029641,Tyrone Crawford,DT,2020,DAL,14,7,8,0,0,0,0,2
00-0029643,Whitney Mercilus,DE,2020,HOU,25,11,16,0,0,0,0,9
00-0029647,Kyle Wilber,LB,2020,LV,3,1,0,0,0,0,0,8
00-0029653,Fletcher Cox,DT,2020,PHI,46,18,24,0,0,0,4,7
00-0029657,Akiem Hicks,DT,2020,CHI,51,22,16,0,0,0,2,0
00-0029681,Janoris Jenkins,CB,2020,NO,49,12,0,0,6,2,0,0
00-0029688,Dontari Poe,DT,2020,DAL,3,4,0,0,0,0,0,5
00-0029693,Olivier Vernon,DE,2020,CLE,53,17,37,5,0,0,2,11
00-0029747,Chris Banjo,S,2020,ARI,33,15,0,0,0,0,0,3
00-0029869,Will Compton,LB,2020,TEN,7,7,0,0,0,0,0,4
00-0029890,Mike Purcell,DT,2020,DEN,12,7,4,0,0,0,0,4
00-0029946,Abry Jones,DT,2020,JAX,2,6,0,0,0,0,0,1
00-0029955,LaRoy Reynolds,LB,2020,ATL,2,1,0,0,0,0,2,6
00-0029955,LaRoy Reynolds,LB,2020,SEA,1,0,0,0,0,0,1,6
00-0030010,Brandon Copeland,LB,2020,NE,4,7,0,0,0,0,0,2
00-0030041,Nickell Robey,CB,2020,PHI,38,8,0,0,0,0,1,12
00-0030060,Kenny Vaccaro,S,2020,TEN,59,32,4,0,0,0,0,0
00-0030062,Darius Slay,CB,2020,PHI,54,9,0,0,2,0,0,1
00-0030063,Johnathan Hankins,DT,2020,LV,26,27,4,0,0,0,0,10
00-0030064,Jon Bostic,LB,2020,WAS,74,59,12,0,2,0,1,0
00-0030069,Damontre Moore,DE,2020,SEA,8,6,2,0,0,0,3,2
00-0030070,John Jenkins,DT,2020,CHI,8,14,0,0,0,0,0,0
00-0030090,Micah Hyde,S,2020,BUF,48,25,0,0,2,0,0,0
00-0030114,Jordan Poyer,S,2020,BUF,86,44,8,0,4,0,5,0
00-0030148,Damion Square,DT,2020,LAC,11,12,4,0,0,0,0,4
00-0030161,Bradley McDougald,S,2020,NYJ,20,15,0,0,0,0,0,2
00-0030196,Jeff Heath,S,2020,LV,33,8,0,0,6,0,0,1
00-0030228,A.J. Bouye,CB,2020,DEN,22,2,0,0,1,0,0,1
00-0030312,Jahleel Addae,S,2020,LAC,13,8,3,0,2,0,0,1
00-0030380,Benson Mayowa,DE,2020,SEA,39,5,20,0,1,0,6,0
00-0030382,Kevin Minter,LB,2020,TB,8,5,0,0,0,0,0,0
00-0030383,Duron Harmon,S,2020,DET,52,22,0,0,4,0,0,4
00-0030386,William Gholston,DT,2020,TB,42,23,12,0,1,0,0,0
00-0030387,Steven Means,DE,2020,ATL,29,19,10,0,0,0,8,15
00-0030402,Akeem Spence,DT,2020,NE,2,7,0,0,0,0,0,1
00-0030411,Logan Ryan,S,2020,NYG,67,30,4,0,2,0,6,10
00-0030421,Jamie Collins,LB,2020,DET,66,48,4,0,4,0,6,7
00-0030434,Vince Williams,LB,2020,PIT,56,35,12,0,0,0,0,0
00-0030442,John Simon,DE,2020,NE,36,27,7,0,0,0,0,3
00-0030448,Kawann Short,DT,2020,CAR,4,3,0,0,0,0,0,9
00-0030449,Margus Hunt,DT,2020,CIN,12,1,4,0,2,0,0,12
00-0030449,Margus Hunt,DT,2020,NO,3,1,2,0,0,0,2,12
00-0030459,Tyrann Mathieu,S,2020,KC,59,16,0,0,13,2,0,0
00-0030463,A.J. Klein,LB,2020,BUF,54,36,21,0,0,0,6,0
00-0030471,Shawn Williams,S,2020,CIN,7,2,0,0,0,0,0,9
00-0030484,Jamar Taylor,CB,2020,SF,25,5,4,0,4,0,0,6
00-0030500,Nick Williams,DT,2020,DET,16,12,4,0,0,0,0,1
00-0030503,Alex Okafor,DE,2020,KC,15,11,13,0,1,0,4,0
00-0030511,Brandon Williams,DT,2020,BAL,21,15,0,0,1,0,0,0
00-0030527,Alec Ogletree,LB,2020,NYJ,6,0,0,0,0,0,0,1
00-0030541,Blidi Wreh-Wilson,CB,2020,ATL,10,3,0,0,6,0,0,2
00-0030555,Dion Jordan,DE,2020,SF,18,8,11,0,0,0,4,1
00-0030558,Barkevious Mingo,LB,2020,CHI,25,13,10,0,0,0,0,0
00-0030562,Desmond Trufant,CB,2020,DET,19,4,4,0,2,0,0,5
00-0030566,D.J. Swearinger,S,2020,NO,12,1,0,0,0,0,0,4
00-0030572,D.J. Hayden,CB,2020,JAX,17,3,0,0,0,0,0,1
00-0030573,Sheldon Richardson,DT,2020,CLE,44,38,21,0,0,0,4,0
00-0030575,Xavier Rhodes,CB,2020,IND,28,14,0,0,4,2,0,0
00-0030576,Datone Jones,DE,2020,LV,2,0,0,0,0,0,0,5
00-0030577,Sylvester Williams,DT,2020,DEN,4,5,0,0,0,0,0,12
00-0030665,Daniel Sorensen,S,2020,KC,69,26,0,0,6,2,4,0
00-0030752,Jayrone Elliott,LB,2020,PIT,7,1,4,0,0,0,0,9
00-0030757,Mike Pennel,DT,2020,KC,14,16,0,0,0,0,0,0
00-0030761,Joe Thomas,LB,2020,DAL,31,18,0,0,0,0,0,6
00-0030883,Josh Mauro,DE,2020,ARI,6,2,4,0,0,0,0,2
00-0030946,Kerry Hyder,DE,2020,SF,55,24,35,0,0,0,0,1
00-0030993,Aaron Lynch,LB,2020,JAX,6,3,2,0,1,0,0,1
00-0031015,Phillip Gaines,CB,2020,HOU,17,7,0,0,0,0,0,13
00-0031016,Ross Cockrell,CB,2020,TB,11,2,0,0,0,0,0,0
00-0031040,Khalil Mack,DE,2020,CHI,54,31,36,5,2,0,9,0
00-0031041,Kyle Fuller,CB,2020,CHI,51,16,0,0,2,0,2,0
00-0031052,Bashaud Breeland,CB,2020,KC,35,8,0,0,4,0,2,0
00-0031054,DaQuan Jones,DT,2020,TEN,30,30,10,0,0,0,2,0
00-0031061,Dontae Johnson,CB,2020,SF,17,5,4,0,0,0,0,5
00-0031071,Caraun Reid,DE,2020,JAX,3,2,0,0,0,0,0,3
00-0031097,Terrance Mitchell,CB,2020,CLE,52,15,0,0,0,0,6,0
00-0031101,Shaq Barrett,DE,2020,TB,73,16,31,5,3,0,8,0
00-0031105,Zach Kerr,DT,2020,CAR,14,27,9,0,1,3,4,17
00-0031120,Adarius Taylor,LB,2020,CAR,10,7,0,0,0,0,0,1
00-0031127,Brandon Dunn,DT,2020,HOU,10,17,0,0,0,0,1,2
00-0031130,Christian Jones,LB,2020,DET,26,26,0,0,0,0,0,4
00-0031170,Timmy Jernigan,DT,2020,JAX,0,2,0,0,0,0,0,11
00-0031173,Jaylen Watkins,S,2020,LAC,7,0,0,0,0,0,0,6
00-0031175,Cassius Marsh,LB,2020,IND,1,2,0,0,0,0,0,0
00-0031175,Cassius Marsh,LB,2020,JAX,6,3,0,0,0,0,0,0
00-0031176,Nevin Lawson,CB,2020,LV,50,13,3,0,0,0,4,12
00-0031177,Brent Urban,DT,2020,CHI,21,23,10,0,0,0,0,0
00-0031181,Ricardo Allen,S,2020,ATL,23,7,0,0,4,0,1,11
00-0031193,Daniel McCullers,DT,2020,CHI,3,5,0,0,0,0,0,4
00-0031218,Malcolm Butler,CB,2020,TEN,89,20,0,0,8,0,0,0
00-0031241,Devon Kennard,LB,2020,ARI,25,7,12,0,0,0,1,2
00-0031242,Shamar Stephen,DE,2020,MIN,21,18,3,0,0,0,0,7
00-0031253,K'Waun Williams,CB,2020,SF,24,7,8,0,0,0,2,1
00-0031254,Denico Autry,DT,2020,IND,39,20,31,0,1,0,0,0
00-0031256,Anthony Barr,LB,2020,MIN,6,0,0,0,0,0,0,1
00-0031258,Jeremiah Attaochu,DE,2020,DEN,39,7,17,0,0,0,4,3
00-0031261,Tre Boston,S,2020,CAR,65,38,4,0,2,0,3,16
00-0031263,Avery Williamson,LB,2020,NYJ,35,26,0,0,2,0,0,2
00-0031263,Avery Williamson,LB,2020,PIT,36,21,4,0,0,0,0,2
00-0031264,Chris Smith,LB,2020,LV,6,1,3,0,0,0,0,4
00-0031269,T.J. Carrie,CB,2020,IND,21,9,0,0,4,2,0,0
00-0031270,Shelby Harris,DT,2020,DEN,29,18,11,0,1,0,2,15
00-0031297,Dee Ford,DE,2020,SF,1,2,0,0,0,0,0,1
00-0031298,Jimmie Ward,S,2020,SF,43,28,0,0,0,0,4,3
00-0031300,Trent Murphy,DE,2020,BUF,20,9,8,0,0,0,0,0
00-0031308,Kevin Pierre-Louis,LB,2020,WAS,40,22,4,0,0,0,2,10
00-0031331,Pierre Desir,CB,2020,NYJ,41,9,0,0,6,2,2,13
00-0031334,Jason Verrett,CB,2020,SF,51,13,0,0,4,0,0,5
00-0031338,Terrence Brooks,S,2020,NE,11,9,0,0,0,0,0,10
00-0031346,Justin Ellis,DT,2020,BAL,5,12,0,0,0,0,0,0
00-0031348,Anthony Hitchens,LB,2020,KC,45,36,0,0,1,1,0,0
00-0031357,C.J. Goodwin,CB,2020,DAL,0,1,0,0,0,0,0,1
00-0031360,Kyle Van Noy,DE,2020,MIA,66,28,23,0,1,0,6,9
00-0031361,Christian Kirksey,LB,2020,GB,52,35,8,0,4,0,0,0
00-0031364,Jadeveon Clowney,DE,2020,TEN,18,8,0,0,0,0,2,8
00-0031372,Bradley Roby,CB,2020,HOU,34,7,0,0,2,0,0,2
00-0031380,Darqueze Dennard,CB,2020,ATL,30,8,0,0,2,0,0,5
00-0031388,Aaron Donald,DT,2020,LA,67,26,52,0,1,1,12,0
00-0031389,Lamarcus Joyner,S,2020,LV,54,18,0,0,0,0,0,10
00-0031404,Adrian Phillips,S,2020,NE,73,45,4,0,4,0,0,1
00-0031411,Demarcus Lawrence,DE,2020,DAL,59,28,24,0,0,3,15,4
00-0031412,Stephon Tuitt,DE,2020,PIT,65,18,44,0,1,0,6,0
00-0031427,Todd Davis,LB,2020,MIN,19,19,4,0,0,0,0,16
00-0031500,Efe Obada,DE,2020,CAR,28,12,23,0,0,0,5,6
00-0031548,Kevin Johnson,CB,2020,CLE,22,15,3,0,0,0,2,0
00-0031550,Shaq Thompson,LB,2020,CAR,70,51,0,0,0,0,4,2
00-0031553,Benardrick McKinney,LB,2020,HOU,18,20,0,0,0,0,0,2
00-0031554,Eric Kendricks,LB,2020,MIN,66,49,0,0,6,0,0,1
00-0031555,Eric Rowe,S,2020,MIA,65,31,0,0,4,0,0,6
00-0031556,Nate Orchard,DE,2020,WAS,0,2,0,0,0,0,0,12
00-0031557,Jordan Phillips,DT,2020,ARI,14,2,6,0,0,0,5,4
00-0031566,Trey Flowers,DE,2020,DET,18,11,5,0,0,0,7,5
00-0031576,Za'Darius Smith,DE,2020,GB,65,27,47,0,1,3,14,0
00-0031583,Grady Jarrett,DT,2020,ATL,43,34,18,0,1,0,0,6
00-0031584,Adrian Amos,S,2020,GB,75,21,7,0,4,0,0,0
00-0031587,Bobby McCain,S,2020,MIA,40,8,0,0,2,0,0,2
00-0031596,David Mayo,LB,2020,NYG,12,10,0,0,0,0,2,3
00-0031597,Tye Smith,CB,2020,TEN,9,6,0,0,0,0,0,2
00-0031608,Quandre Diggs,S,2020,SEA,49,22,0,0,11,0,0,0
00-0031619,Christian Covington,DT,2020,CIN,14,25,0,0,0,0,0,4
00-0031624,Edmond Robinson,LB,2020,ATL,2,2,0,0,0,0,0,6
00-0031628,Darryl Roberts,CB,2020,DET,36,6,0,0,2,0,0,4
00-0031636,Justin Hamilton,DT,2020,DAL,4,7,0,0,1,0,0,9
00-0031713,Xavier Williams,DT,2020,CIN,11,13,3,0,0,0,0,17
00-0031713,Xavier Williams,DT,2020,NE,0,2,0,0,0,0,0,17
00-0031740,Neville Hewitt,LB,2020,NYJ,85,58,7,0,1,0,5,7
00-0031785,Troy Hill,CB,2020,LA,55,25,0,0,7,4,2,0
00-0031795,DeShawn Williams,DT,2020,DEN,27,22,7,0,3,0,0,5
00-0031796,Justin Coleman,CB,2020,DET,25,7,0,0,0,0,0,9
00-0031799,Anthony Harris,S,2020,MIN,56,50,0,0,0,0,0,1
00-0031838,James Vaughters,LB,2020,CHI,16,9,7,0,0,0,0,2
00-0031844,Deshazor Everett,S,2020,WAS,20,8,0,0,0,0,2,5
00-0031870,Dean Marlowe,S,2020,BUF,18,8,7,0,4,0,0,5
00-0031898,Alex Singleton,LB,2020,PHI,76,49,7,0,2,2,0,1
00-0031904,Bryce Callahan,CB,2020,DEN,39,6,0,0,4,0,0,2
00-0031933,Leonard Williams,DT,2020,NYG,62,40,47,0,1,0,1,5
00-0031935,Preston Smith,DE,2020,GB,41,23,18,0,3,0,0,0
00-0031938,Carl Davis,DT,2020,NE,2,2,0,0,0,0,0,1
00-0031947,Tyeler Davison,DT,2020,ATL,18,23,3,0,0,0,0,4
00-0031956,Anthony Chickillo,LB,2020,DEN,10,4,4,0,0,0,0,1
00-0031957,Rakeem Nunez-Roches,DT,2020,TB,8,14,0,0,0,0,0,0
00-0031991,DeVante Bausby,CB,2020,ARI,1,0,0,0,0,0,0,5
00-0031991,DeVante Bausby,CB,2020,DEN,19,0,0,0,0,0,0,5
00-0031997,David Irving,DT,2020,LV,2,2,0,0,0,0,0,2
00-0032007,Quinton Dunbar,CB,2020,SEA,32,2,0,0,2,0,0,13
00-0032042,Curtis Riley,S,2020,ARI,6,2,0,0,0,0,0,4
00-0032052,Dante Fowler,DE,2020,ATL,23,14,12,0,0,0,4,1
00-0032057,Jaquiski Tartt,S,2020,SF,22,10,0,0,2,0,1,8
00-0032059,P.J. Williams,CB,2020,NO,31,8,0,0,2,0,0,0
00-0032081,Nick Dzubnar,LB,2020,TEN,1,0,0,0,0,0,0,0
00-0032094,Tyrell Adams,LB,2020,HOU,74,58,8,0,0,0,4,4
00-0032103,Denzel Perryman,LB,2020,LAC,29,24,4,0,0,0,2,5
00-0032107,Angelo Blackson,DT,2020,ARI,21,16,11,0,0,0,0,1
00-0032109,Kwon Alexander,LB,2020,NO,17,10,0,0,0,0,2,2
00-0032109,Kwon Alexander,LB,2020,SF,25,11,4,0,0,0,3,2
00-0032127,Markus Golden,DE,2020,ARI,29,16,11,0,2,0,4,4
00-0032127,Markus Golden,DE,2020,NYG,10,9,7,0,0,0,0,4
00-0032129,Jordan Hicks,LB,2020,ARI,83,49,0,0,3,0,0,2
00-0032143,Danny Shelton,DT,2020,DET,19,24,3,0,1,0,0,4
00-0032146,Bud Dupree,DE,2020,PIT,41,15,30,0,2,0,7,3
00-0032150,Steven Nelson,CB,2020,PIT,43,11,0,0,4,0,0,0
00-0032162,T.Y. McGill,DT,2020,PHI,5,8,3,0,0,0,0,8
00-0032164,Arik Armstead,DT,2020,SF,42,26,15,0,1,0,0,2
00-0032165,Marcus Peters,CB,2020,BAL,51,10,3,0,8,1,12,0
00-0032195,Ronald Darby,CB,2020,WAS,43,13,0,0,0,0,0,0
00-0032197,Randy Gregory,DE,2020,DAL,28,9,14,0,0,0,8,6
00-0032210,Frank Clark,DE,2020,KC,43,8,23,0,0,0,0,0
00-0032215,Damien Wilson,LB,2020,KC,42,31,0,0,0,0,2,0
00-0032239,Byron Jones,CB,2020,MIA,27,12,0,0,4,0,4,3
00-0032240,Vic Beasley,LB,2020,LV,1,0,0,0,0,0,0,11
00-0032240,Vic Beasley,LB,2020,TEN,3,1,0,0,0,0,3,11
00-0032248,Bryce Hager,LB,2020,NYJ,7,14,3,0,0,0,0,1
00-0032251,Damarious Randall,S,2020,SEA,1,1,0,0,0,0,0,4
00-0032261,Malcom Brown,DT,2020,NO,12,21,4,0,0,0,0,0
00-0032262,Landon Collins,LB,2020,WAS,32,17,5,3,2,0,4,7
00-0032265,Mario Edwards,DT,2020,CHI,24,8,16,0,0,0,1,0
00-0032269,Henry Anderson,DT,2020,NYJ,21,28,3,0,0,0,0,6
00-0032320,Erik Harris,S,2020,LV,40,18,0,0,0,0,2,7
00-0032366,Tyler Matakevich,LB,2020,BUF,9,4,0,0,0,0,0,16
00-0032378,DeForest Buckner,DT,2020,IND,63,33,39,5,0,0,6,0
00-0032379,Eli Apple,CB,2020,CAR,3,1,0,0,0,0,0,6
00-0032382,Keanu Neal,S,2020,ATL,84,29,4,0,2,0,0,5
00-0032386,Kamalei Correa,LB,2020,JAX,4,3,0,0,0,0,0,1
00-0032386,Kamalei Correa,LB,2020,TEN,1,1,0,0,0,0,0,1
00-0032387,Jarran Reed,DT,2020,SEA,36,25,27,0,1,0,3,0
00-0032388,Deion Jones,LB,2020,ATL,87,43,18,0,4,2,4,3
00-0032389,Mackensie Alexander,CB,2020,CIN,35,15,0,0,2,0,0,9
00-0032401,De'Vondre Campbell,LB,2020,ARI,71,40,8,0,0,0,3,5
00-0032402,Hassan Ridgeway,DT,2020,PHI,13,2,4,0,0,0,0,2
00-0032403,Juston Burris,S,2020,CAR,35,21,0,0,2,0,0,7
00-0032408,Blake Martinez,LB,2020,NYG,91,78,12,0,2,0,6,1
00-0032410,Rashard Robinson,CB,2020,DAL,13,7,0,0,0,0,0,14
00-0032412,Dean Lowry,DT,2020,GB,20,24,11,0,0,0,0,0
00-0032415,Matt Judon,DE,2020,BAL,62,19,25,5,0,0,0,0
00-0032416,Quinton Jefferson,DT,2020,BUF,20,14,10,0,1,0,3,0
00-0032424,D.J. Reader,DT,2020,CIN,10,11,0,0,1,0,0,2
00-0032437,Kamu Grugier-Hill,LB,2020,MIA,19,8,4,0,0,0,0,10
00-0032442,Elandon Roberts,LB,2020,MIA,41,32,7,0,0,0,2,5
00-0032448,Stephen Weatherly,DE,2020,CAR,11,10,0,0,0,0,0,15
00-0032454,Jayron Kearse,S,2020,DET,33,23,0,0,0,0,2,9
00-0032480,Eddie Yarbrough,DE,2020,MIN,5,3,0,0,0,0,0,6
00-0032496,Matthias Farley,S,2020,NYJ,6,11,0,0,0,0,0,5
00-0032518,Justin Zimmer,DT,2020,BUF,16,12,3,0,0,0,2,0
00-0032521,Mike Hilton,CB,2020,PIT,58,12,12,0,6,0,2,0
00-0032525,Jarrod Wilson,S,2020,JAX,43,30,1,0,2,0,1,7
00-0032560,Charles Washington,S,2020,ARI,2,1,0,0,0,0,0,3
00-0032566,Trevon Coley,DE,2020,ARI,13,6,4,0,0,0,0,6
00-0032578,Woodrow Hamilton,DT,2020,CAR,2,1,0,0,0,0,0,12
00-0032580,Jonathan Jones,CB,2020,NE,56,17,0,0,4,0,2,7
00-0032581,Cre'von LeBlanc,CB,2020,PHI,21,4,3,0,0,0,4,4
00-0032592,Sharrod Neasman,S,2020,ATL,17,7,4,0,0,0,0,15
00-0032596,Brian Poole,CB,2020,NYJ,39,12,2,0,4,0,0,3
00-0032655,Romeo Okwara,DE,2020,DET,59,19,36,5,0,0,10,4
00-0032660,Brandin Bryant,DT,2020,BUF,0,1,0,0,0,0,0,2
00-0032667,Roy Robertson-Harris,DT,2020,CHI,11,3,0,0,0,0,0,12
00-0032671,Morgan Fox,DT,2020,LA,35,12,24,0,0,0,5,0
00-0032677,Cory Littleton,LB,2020,LV,49,34,0,0,0,0,0,4
00-0032734,Brennan Scarlett,LB,2020,HOU,14,10,0,0,0,0,0,2
00-0032758,Vernon Hargreaves,CB,2020,HOU,60,15,0,0,2,0,0,16
00-0032759,Sheldon Rankins,DT,2020,NO,20,11,7,0,0,0,0,0
00-0032762,Chris Jones,DT,2020,KC,51,16,28,5,0,0,8,0
00-0032763,Austin Johnson,DT,2020,NYG,11,11,4,0,0,0,2,2
00-0032770,Tavon Young,CB,2020,BAL,2,0,0,0,0,0,0,16
00-0032773,Nick Kwiatkoski,LB,2020,LV,54,32,4,0,2,0,2,10
00-0032774,Deon Bush,S,2020,CHI,3,0,0,0,2,0,0,4
00-0032781,Matt Ioannidis,DT,2020,WAS,9,4,7,0,0,0,0,1
00-0032783,LeShaun Sims,CB,2020,CIN,37,17,0,0,2,0,0,11
00-0032790,DeAndre Houston-Carson,S,2020,CHI,6,1,0,0,2,0,0,3
00-0032793,Blake Countess,S,2020,PHI,3,0,0,0,0,0,0,2
00-0032803,Jalen Mills,CB,2020,PHI,60,25,7,0,3,0,2,7
00-0032807,Clayton Fejedelem,S,2020,MIA,1,0,0,0,0,0,0,1
00-0032809,Joe Walker,LB,2020,SF,2,0,0,0,0,0,0,7
00-0032848,Kevin Peterson,CB,2020,ARI,1,0,0,0,0,0,0,8
00-0032871,Antwaun Woods,DT,2020,DAL,10,16,4,0,0,0,0,2
00-0032875,Ken Crawley,CB,2020,NO,3,0,0,0,2,0,2,10
00-0032888,Karl Joseph,S,2020,CLE,46,22,0,0,2,0,2,0
00-0032889,A'Shawn Robinson,DT,2020,LA,5,8,0,0,0,0,0,0
00-0032890,James Bradberry,S,2020,NYG,47,11,0,0,7,0,4,5
00-0032891,Daryl Worley,S,2020,DAL,12,2,0,0,0,0,0,5
00-0032891,Daryl Worley,S,2020,LV,5,3,0,0,0,0,0,5
00-0032892,Nick Vigil,LB,2020,LAC,30,18,5,0,0,0,2,10
00-0032916,Trevor Williams,CB,2020,PHI,2,1,0,0,0,0,0,14
00-0032933,Antonio Hamilton,CB,2020,KC,7,1,0,0,0,0,0,1
00-0032934,Tony McRae,CB,2020,DET,3,0,0,0,0,0,0,2
00-0032939,Vonn Bell,S,2020,CIN,66,53,0,0,0,0,6,17
00-0032942,Kevon Seymour,CB,2020,PHI,5,2,0,0,0,0,0,5
00-0032955,Kyler Fackrell,LB,2020,NYG,41,12,15,0,2,5,4,6
00-0032958,Will Parks,S,2020,DEN,19,2,4,0,0,0,0,17
00-0032958,Will Parks,S,2020,PHI,11,2,0,0,0,0,0,17
00-0032967,Vernon Butler,DT,2020,BUF,11,12,0,0,0,0,2,0
00-0032968,Myles Jack,LB,2020,JAX,78,50,4,0,2,0,3,10
00-0032970,Jordan Jenkins,DE,2020,NYJ,19,23,10,0,0,0,2,7
00-0032971,Justin Simmons,S,2020,DEN,86,21,0,0,10,0,0,10
00-0033010,Sheldon Day,DT,2020,IND,1,1,0,0,0,0,0,11
00-0033038,Eric Murray,S,2020,HOU,52,27,8,0,0,0,2,5
00-0033046,Jihad Ward,DT,2020,BAL,20,9,12,0,0,0,0,0
00-0033047,Anthony Brown,CB,2020,DAL,37,7,4,0,4,0,0,1
00-0033048,Kavon Frazier,S,2020,MIA,1,1,0,0,0,0,0,9
00-0033050,Xavien Howard,CB,2020,MIA,52,16,0,0,20,0,2,14
00-0033051,David Onyemata,DT,2020,NO,42,30,27,0,2,0,0,0
00-0033052,Jaylon Smith,LB,2020,DAL,97,69,5,0,2,0,0,9
00-0033053,Sean Davis,S,2020,PIT,9,1,0,0,0,0,0,1
00-0033055,Jalen Ramsey,CB,2020,LA,37,10,0,0,2,0,0,0
00-0033058,Reggie Ragland,LB,2020,DET,33,24,4,0,0,0,2,14
00-0033064,Adam Gotsis,DT,2020,JAX,24,19,0,0,0,0,2,1
00-0033072,Leonard Floyd,DE,2020,LA,62,31,41,0,0,0,4,0
00-0033073,Emmanuel Ogbah,DE,2020,MIA,55,22,34,0,1,6,13,3
00-0033083,Darian Thompson,S,2020,DAL,30,13,0,0,2,0,2,5
00-0033084,Kendall Fuller,CB,2020,WAS,43,12,0,0,8,0,0,0
00-0033093,Jonathan Bullard,DT,2020,SEA,2,6,0,0,0,0,0,6
00-0033096,Shaq Lawson,DE,2020,MIA,34,18,15,0,0,0,4,15
00-0033107,William Jackson,CB,2020,CIN,39,9,0,0,2,0,0,15
00-0033109,Javon Hargrave,DT,2020,PHI,27,28,21,0,0,0,0,1
00-0033120,Kenny Clark,DT,2020,GB,32,19,8,0,0,0,0,0
00-0033121,B.J. Goodson,LB,2020,CLE,61,39,3,0,4,0,0,0
00-0033122,Shilique Calhoun,DE,2020,NE,15,10,9,0,0,2,5,9
00-0033123,Yannick Ngakoue,DE,2020,BAL,17,2,8,0,0,0,6,18
00-0033123,Yannick Ngakoue,DE,2020,MIN,26,3,16,0,0,0,7,18
00-0033124,Will Redmond,S,2020,GB,18,6,0,0,0,0,0,18
00-0033125,Joe Schobert,LB,2020,JAX,86,69,10,0,6,2,6,7
00-0033129,Carl Nassib,DE,2020,LV,29,14,11,0,2,0,0,3
00-0033131,Maliek Collins,DT,2020,LV,7,8,0,0,0,0,0,11
00-0033132,Kevin Byard,S,2020,TEN,70,43,0,0,3,0,2,0
00-0033156,Joey Bosa,DE,2020,LAC,59,19,31,0,0,0,0,4
00-0033222,Deante Burton,CB,2020,DAL,2,1,0,0,0,0,0,5
00-0033281,Marlon Humphrey,CB,2020,BAL,79,16,11,3,2,2,16,0
00-0033283,Tyus Bowser,DE,2020,BAL,35,19,8,0,6,0,0,0
00-0033289,Corn Elder,CB,2020,CAR,28,10,0,0,0,0,2,2
00-0033294,Chuck Clark,S,2020,BAL,58,46,7,0,3,0,4,0
00-0033297,D.J. Jones,DT,2020,SF,24,9,12,0,0,0,0,2
00-0033298,Pita Taumoepenu,LB,2020,ATL,2,0,0,0,0,0,0,8
00-0033302,Adrian Colbert,S,2020,NYG,6,5,0,0,0,0,0,1
00-0033324,Tashawn Bower,DE,2020,NE,9,3,0,0,0,0,0,6
00-0033336,Eric Wilson,LB,2020,MIN,74,71,15,0,6,0,4,7
00-0033344,Hardy Nickerson,LB,2020,MIN,7,4,0,0,2,0,0,5
00-0033381,Adam Butler,DT,2020,NE,30,20,16,0,1,0,0,1
00-0033392,Harvey Langi,LB,2020,NYJ,31,26,0,0,0,0,0,6
00-0033393,Kenny Moore,CB,2020,IND,75,16,7,0,8,2,2,0
00-0033403,Cameron Malveaux,LB,2020,CLE,4,0,0,0,0,0,2,2
00-0033408,Bryan Cox,DE,2020,BUF,0,1,0,0,0,0,0,3
00-0033410,Cole Luke,CB,2020,WAS,0,1,0,0,0,0,0,4
00-0033430,Greg Mabin,CB,2020,JAX,20,1,0,0,0,0,0,6
00-0033435,Breon Borders,CB,2020,TEN,24,6,0,0,2,0,0,2
00-0033445,Nicholas Morrow,LB,2020,LV,71,24,11,0,3,0,4,9
00-0033461,Raekwon McMillan,LB,2020,LV,14,10,0,0,0,0,2,11
00-0033462,Cordrea Tankersley,CB,2020,MIN,1,0,0,0,0,0,0,1
00-0033463,Carl Lawson,DE,2020,CIN,39,20,21,0,1,0,8,3
